,지역코드,시군구,법정동,지번,단지,층,전용면적,구분,년,월,일,거래금액,거래유형,중개사소재지,해제사유발생일,해제여부
1399,28140,동구,송림동,346,인천 송림 파인앤유,10,59.389,,2020,2,14,"21,800",,,,
1400,28140,동구,송림동,346,인천 송림 파인앤유,18,59.389,,2020,2,14,"21,850",,,,
1401,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,2,14,"26,724",,,,
1402,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,59.96,,2020,2,14,"22,223",,,,
1403,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,37.1517,,2020,2,14,"26,724",,,,
1404,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2020,2,14,"26,724",,,,
1405,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,2,14,"26,724",,,,
1406,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,2,14,"26,724",,,,
1407,28140,동구,송림동,346,인천 송림 파인앤유,7,59.389,,2020,2,15,"21,600",,,,
1408,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2020,2,15,"27,024",,,,
1409,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,59.99,,2020,2,15,"22,903",,,,
1410,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,59.99,,2020,2,17,"22,223",,,,
1411,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2020,2,17,"27,024",,,,
1412,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,2,17,"26,724",,,,
1413,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,2,17,"26,724",,,,
1414,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,2,17,"26,724",,,,
1415,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,2,17,"27,024",,,,
1416,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,2,17,"27,024",,,,
1417,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,2,20,"26,724",,,,
1418,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,59.99,,2020,2,20,"22,223",,,,
1419,28140,동구,송림동,346,인천 송림 파인앤유,4,59.389,,2020,2,22,"20,500",,,,
1420,28140,동구,송림동,346,인천 송림 파인앤유,19,59.389,,2020,2,22,"22,200",,,,
1421,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2020,2,24,"26,724",,,,
1422,28140,동구,송림동,BL-1,인천 LH 브리즈힐,29,59.59,,2020,2,24,"22,903",,,,
1423,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,2,24,"21,600",,,,
1424,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,59.96,,2020,2,25,"22,223",,,,
1425,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2020,2,25,"27,024",,,,
1426,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,2,26,"26,724",,,,
1427,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,2,27,"26,824",,,,
1428,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2020,2,29,"21,700",,,,
1429,28140,동구,송림동,346,인천 송림 파인앤유,9,59.389,,2020,3,1,"21,900",,,,
1430,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2020,3,3,"27,024",,,,
1431,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2020,3,3,"27,024",,,,
1432,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2020,3,4,"26,724",,,,
1433,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2020,3,4,"21,900",,,,
1434,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,3,4,"26,724",,,,
1435,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,59.98,,2020,3,5,"21,344",,,,
1436,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,59.99,,2020,3,5,"22,223",,,,
1437,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,3,7,"21,950",,,,
1438,28140,동구,송림동,BL-1,인천 LH 브리즈힐,21,74.94,,2020,3,10,"26,424",,,,
1439,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2020,3,10,"26,424",,,,
1440,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2020,3,11,"26,724",,,,
1441,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,59.98,,2020,3,12,"22,194",,,,
1442,28140,동구,송림동,BL-1,인천 LH 브리즈힐,12,74.94,,2020,3,12,"26,424",,,,
1443,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2020,3,14,"26,424",,,,
1444,28140,동구,송림동,346,인천 송림 파인앤유,5,59.389,,2020,3,15,"21,200",,,,
1445,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,3,17,"26,724",,,,
1446,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2020,3,19,"27,024",,,,
1447,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2020,3,20,"26,724",,,,
1448,28140,동구,송림동,BL-1,인천 LH 브리즈힐,28,74.94,,2020,3,20,"26,724",,,,
1449,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,3,20,"21,800",,,,
1450,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,3,25,"27,024",,,,
1451,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,59.96,,2020,3,25,"22,223",,,,
1452,28140,동구,송림동,346,인천 송림 파인앤유,7,59.389,,2020,4,10,"21,850",,,,
1453,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,4,13,"27,674",,,,
1454,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,4,13,"27,324",,,,
1455,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,4,13,"27,024",,,,
1456,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,4,13,"27,024",,,,
1457,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,4,13,"27,024",,,,
1458,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,4,13,"27,024",,,,
1459,28140,동구,송림동,346,인천 송림 파인앤유,18,59.389,,2020,4,14,"22,600",,,,
1460,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2020,4,14,"26,974",,,,
1461,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,4,15,"27,024",,,,
1462,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,4,15,"27,024",,,,
1463,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2020,4,17,"27,024",,,,
1464,28140,동구,송림동,BL-1,인천 LH 브리즈힐,10,74.94,,2020,4,17,"27,024",,,,
1465,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,4,18,"27,324",,,,
1466,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,4,21,"22,373",,,,
1467,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2020,4,21,"27,024",,,,
1468,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,4,21,"27,424",,,,
1469,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2020,4,23,"27,024",,,,
1470,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,4,24,"27,324",,,20.06.01,O
1471,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,4,24,"27,124",,,,
1472,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,5,1,"27,024",,,20.05.29,O
1473,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2020,5,1,"27,024",,,20.05.19,O
1474,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2020,5,1,"27,024",,,,
1475,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2020,5,1,"27,024",,,,
1476,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2020,5,1,"27,024",,,,
1477,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2020,5,2,"27,024",,,,
1478,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2020,5,7,"27,024",,,,
1479,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,5,9,"27,024",,,,
1480,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2020,5,12,"27,024",,,,
1481,28140,동구,송림동,346,인천 송림 파인앤유,19,59.389,,2020,5,13,"23,705",,,20.07.09,O
1482,28140,동구,송림동,346,인천 송림 파인앤유,15,59.389,,2020,5,13,"23,365",,,,
1483,28140,동구,송림동,346,인천 송림 파인앤유,18,59.389,,2020,5,13,"22,995",,,,
1484,28140,동구,송림동,346,인천 송림 파인앤유,19,59.389,,2020,5,13,"23,805",,,,
1485,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,5,13,"27,024",,,,
1486,28140,동구,송림동,346,인천 송림 파인앤유,11,59.389,,2020,5,13,"22,600",,,,
1487,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2020,5,13,"27,024",,,,
1488,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2020,5,14,"22,600",,,,
1489,28140,동구,송림동,346,인천 송림 파인앤유,9,59.389,,2020,5,14,"22,600",,,,
1490,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,5,14,"22,600",,,,
1491,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,5,15,"22,600",,,20.06.29,O
1492,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2020,5,15,"22,100",,,,
1493,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,5,15,"22,600",,,,
1494,28140,동구,송림동,346,인천 송림 파인앤유,10,59.389,,2020,5,16,"22,200",,,,
1495,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2020,5,16,"21,900",,,,
1496,28140,동구,송림동,346,인천 송림 파인앤유,19,59.389,,2020,5,16,"22,800",,,,
1497,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2020,5,16,"21,950",,,,
1498,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,5,19,"22,600",,,20.05.29,O
1499,28140,동구,송림동,346,인천 송림 파인앤유,11,59.389,,2020,5,19,"22,600",,,,
1500,28140,동구,송림동,346,인천 송림 파인앤유,9,59.389,,2020,5,20,"21,900",,,,
1501,28140,동구,송림동,346,인천 송림 파인앤유,15,59.389,,2020,5,20,"22,600",,,,
1502,28140,동구,송림동,BL-1,인천 LH 브리즈힐,10,74.94,,2020,5,20,"27,274",,,,
1503,28140,동구,송림동,346,인천 송림 파인앤유,10,59.389,,2020,5,21,"22,600",,,,
1504,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,5,22,"27,224",,,,
1505,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2020,5,23,"22,398",,,,
1506,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2020,5,23,"22,100",,,,
1507,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,5,25,"27,024",,,,
1508,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2020,5,26,"21,900",,,,
1509,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,5,29,"22,600",,,,
1510,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,5,30,"27,424",,,,
1511,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,5,31,"27,124",,,,
1512,28140,동구,송림동,346,인천 송림 파인앤유,4,59.389,,2020,5,31,"20,800",,,,
1513,28140,동구,송림동,BL-1,인천 LH 브리즈힐,20,74.94,,2020,6,1,"27,034",,,,
1514,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,59.99,,2020,6,1,"22,423",,,,
1515,28140,동구,송림동,346,인천 송림 파인앤유,5,59.389,,2020,6,4,"21,390",,,,
1516,28140,동구,송림동,BL-1,인천 LH 브리즈힐,21,74.94,,2020,6,5,"27,224",,,,
1517,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2020,6,6,"27,024",,,,
1518,28140,동구,송림동,BL-1,인천 LH 브리즈힐,28,74.94,,2020,6,9,"27,074",,,,
1519,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2020,6,10,"21,900",,,,
1520,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2020,6,10,"22,300",,,20.06.18,O
1521,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2020,6,10,"27,054",,,,
1522,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,6,13,"27,044",,,20.06.29,O
1523,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,6,13,"27,044",,,,
1524,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2020,6,13,"27,044",,,,
1525,28140,동구,송림동,346,인천 송림 파인앤유,4,59.389,,2020,6,15,"21,000",,,,
1526,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,6,17,"22,973",,,,
1527,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,6,18,"29,249",,,20.06.18,O
1528,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2020,6,18,"29,249",,,,
1529,28140,동구,송림동,346,인천 송림 파인앤유,7,59.389,,2020,6,24,"22,100",,,,
1530,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2020,6,30,"22,220",,,,
1531,28140,동구,송림동,BL-1,인천 LH 브리즈힐,20,74.94,,2020,7,10,"27,824",,,,
1532,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2020,7,17,"21,750",,,,
1533,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,7,21,"27,024",,,,
1534,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,7,27,"21,850",,,,
1535,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2020,8,11,"27,024",,,,
1536,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,8,22,"21,800",,,,
1537,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2020,8,22,"26,724",,,,
1538,28140,동구,송림동,346,인천 송림 파인앤유,13,59.389,,2020,8,23,"21,900",,,,
1539,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,8,25,"27,054",,,20.08.26,O
1540,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,8,25,"27,054",,,,
1541,28140,동구,송림동,346,인천 송림 파인앤유,18,59.389,,2020,8,27,"21,800",,,,
1542,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,8,28,"26,824",,,,
1543,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2020,9,2,"27,344",,,,
1544,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,9,5,"27,344",,,,
1545,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2020,9,9,"27,024",,,,
1546,28140,동구,송림동,BL-1,인천 LH 브리즈힐,21,74.94,,2020,9,10,"26,754",,,,
1547,28140,동구,송림동,BL-1,인천 LH 브리즈힐,20,74.94,,2020,9,14,"26,724",,,,
1548,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,9,17,"22,100",,,,
1549,28140,동구,송림동,346,인천 송림 파인앤유,20,59.389,,2020,9,19,"22,500",,,,
1550,28140,동구,송림동,BL-1,인천 LH 브리즈힐,12,74.94,,2020,9,19,"27,924",,,,
1551,28140,동구,송림동,346,인천 송림 파인앤유,4,59.389,,2020,9,26,"20,580",,,,
1552,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,9,29,"22,100",,,,
1553,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2020,10,5,"27,054",,,,
1554,28140,동구,송림동,346,인천 송림 파인앤유,21,59.389,,2020,10,13,"22,200",,,,
1555,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2020,10,19,"26,924",,,,
1556,28140,동구,송림동,346,인천 송림 파인앤유,7,59.389,,2020,10,22,"21,850",,,,
1557,28140,동구,송림동,346,인천 송림 파인앤유,19,59.389,,2020,10,24,"21,800",,,,
1558,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2020,11,2,"21,300",,,,
1559,28140,동구,송림동,346,인천 송림 파인앤유,20,59.389,,2020,11,6,"21,600",,,,
1560,28140,동구,송림동,346,인천 송림 파인앤유,20,59.389,,2020,11,10,"22,000",,,,
1561,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2020,11,18,"27,074",,,,
1562,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2020,11,20,"21,600",,,,
1563,28140,동구,송림동,346,인천 송림 파인앤유,21,59.389,,2020,11,25,"22,000",,,,
1564,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2020,11,28,"27,024",,,,
1565,28140,동구,송림동,346,인천 송림 파인앤유,20,59.389,,2020,11,28,"22,440",,,,
1566,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2020,12,3,"26,774",,,,
1567,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2020,12,8,"22,140",,,,
1568,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,12,8,"22,100",,,,
1569,28140,동구,송림동,346,인천 송림 파인앤유,10,59.389,,2020,12,8,"21,900",,,,
1570,28140,동구,송림동,346,인천 송림 파인앤유,17,59.389,,2020,12,12,"21,900",,,,
1571,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2020,12,12,"27,354",,,,
1572,28140,동구,송림동,BL-1,인천 LH 브리즈힐,29,74.94,,2020,12,13,"31,424",,,,
1573,28140,동구,송림동,346,인천 송림 파인앤유,16,59.389,,2020,12,14,"22,100",,,,
1574,28140,동구,송림동,346,인천 송림 파인앤유,18,59.389,,2020,12,15,"22,550",,,,
1575,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2020,12,17,"27,124",,,,
1576,28140,동구,송림동,BL-1,인천 LH 브리즈힐,21,74.94,,2020,12,21,"27,424",,,,
1577,28140,동구,송림동,BL-1,인천 LH 브리즈힐,11,74.94,,2020,12,22,"31,424",,,,
1578,28140,동구,송림동,346,인천 송림 파인앤유,14,59.389,,2020,12,23,"22,535",,,,
1579,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,12,25,"32,424",,,,
1580,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2020,12,29,"27,124",,,,
1581,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2020,12,30,"27,224",,,,
1582,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2020,12,31,"27,224",,,,
1583,28140,동구,송림동,346,인천 송림 파인앤유,4,59.389,,2021,1,6,"20,500",,,,
1584,28140,동구,송림동,346,인천 송림 파인앤유,13,59.389,,2021,1,12,"21,800",,,,
1585,28140,동구,송림동,346,인천 송림 파인앤유,11,59.389,,2021,1,15,"21,600",,,,
1586,28140,동구,송림동,346,인천 송림 파인앤유,5,59.389,,2021,1,19,"21,000",,,,
1587,28140,동구,송림동,346,인천 송림 파인앤유,7,59.389,,2021,1,20,"21,600",,,,
1588,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2021,1,30,"22,300",,,,
1589,28140,동구,송림동,BL-1,인천 LH 브리즈힐,11,74.94,,2021,2,1,"27,424",,,,
1590,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2021,2,1,"21,600",,,,
1591,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2021,2,6,"22,300",,,,
1592,28140,동구,송림동,346,인천 송림 파인앤유,8,59.389,,2021,2,6,"22,300",,,21.05.06,O
1593,28140,동구,송림동,346,인천 송림 파인앤유,6,59.389,,2021,2,6,"21,998",,,,
1594,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2021,2,9,"27,424",,,21.02.24,O
1595,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2021,2,9,"27,424",,,,
1596,28140,동구,송림동,346,인천 송림 파인앤유,5,59.389,,2021,2,10,"21,900",,,,
1597,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2021,2,14,"29,924",,,,
1598,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2021,2,15,"30,424",,,,
1599,28140,동구,송림동,BL-1,인천 LH 브리즈힐,11,74.94,,2021,2,16,"27,424",,,,
1600,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2021,2,20,"27,424",,,,
1601,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2021,2,20,"27,424",,,,
1602,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,59.99,,2021,2,21,"22,923",,,,
1603,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2021,2,22,"27,224",,,,
1604,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2021,3,1,"27,424",,,,
1605,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2021,3,1,"27,924",,,,
1606,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2021,3,4,"27,424",,,,
1607,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2021,3,5,"27,924",,,,
1608,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,59.98,,2021,3,5,"22,044",,,,
1609,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2021,3,10,"27,924",,,,
1610,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2021,3,10,"27,924",,,21.03.30,O
1611,28140,동구,송림동,346,인천 송림 파인앤유,12,59.389,,2021,3,14,"23,600",,,,
1612,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2021,3,15,"27,924",,,,
1613,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2021,3,17,"27,924",,,,
1614,28140,동구,송림동,BL-1,인천 LH 브리즈힐,9,74.94,,2021,3,19,"27,924",,,,
1615,28140,동구,송림동,BL-1,인천 LH 브리즈힐,20,74.94,,2021,3,20,"28,424",,,,
1616,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2021,3,20,"27,424",,,,
1617,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2021,3,24,"26,924",,,,
1618,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2021,3,25,"27,524",,,,
1619,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2021,3,29,"27,924",,,,
1620,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,59.99,,2021,3,31,"23,423",,,,
1621,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2021,4,3,"27,624",,,,
1622,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2021,4,4,"28,424",,,,
1623,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,59.98,,2021,4,7,"23,044",,,,
1624,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,59.99,,2021,4,10,"22,923",,,,
1625,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2021,4,10,"27,924",,,,
1626,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,59.99,,2021,4,11,"24,423",,,,
1627,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2021,4,17,"28,424",,,,
1628,28140,동구,송림동,BL-1,인천 LH 브리즈힐,29,74.94,,2021,4,17,"28,424",,,,
1629,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2021,4,18,"27,624",,,,
1630,28140,동구,송림동,BL-1,인천 LH 브리즈힐,20,59.99,,2021,4,19,"28,923",,,,
1631,28140,동구,송림동,BL-1,인천 LH 브리즈힐,20,74.94,,2021,4,20,"28,424",,,,
1632,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2021,4,21,"28,424",,,,
1633,28140,동구,송림동,BL-1,인천 LH 브리즈힐,25,74.94,,2021,4,24,"28,424",,,,
1634,28140,동구,송림동,BL-1,인천 LH 브리즈힐,28,74.94,,2021,4,24,"27,924",,,,
1635,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2021,4,26,"28,424",,,,
1636,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2021,4,28,"27,624",,,,
1637,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2021,5,1,"27,924",,,,
1638,28140,동구,송림동,BL-1,인천 LH 브리즈힐,14,74.94,,2021,5,3,"28,424",,,,
1639,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2021,5,3,"28,424",,,,
1640,28140,동구,송림동,BL-1,인천 LH 브리즈힐,17,74.94,,2021,5,3,"27,424",,,,
1641,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2021,5,6,"30,224",,,,
1642,28140,동구,송림동,BL-1,인천 LH 브리즈힐,22,74.94,,2021,5,10,"29,424",,,,
1643,28140,동구,송림동,BL-1,인천 LH 브리즈힐,28,74.94,,2021,5,11,"28,424",,,,
1644,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2021,5,11,"28,424",,,,
1645,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2021,5,12,"30,424",,,,
1646,28140,동구,송림동,BL-1,인천 LH 브리즈힐,24,74.94,,2021,5,13,"28,424",,,,
1647,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2021,5,13,"27,924",,,,
1648,28140,동구,송림동,BL-1,인천 LH 브리즈힐,26,74.94,,2021,5,14,"27,924",,,,
1649,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2021,5,15,"34,924",,,,
1650,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2021,5,15,"33,424",,,,
1651,28140,동구,송림동,BL-1,인천 LH 브리즈힐,13,74.94,,2021,5,18,"28,424",,,,
1652,28140,동구,송림동,BL-1,인천 LH 브리즈힐,16,74.94,,2021,5,19,"28,424",,,,
1653,28140,동구,송림동,BL-1,인천 LH 브리즈힐,27,74.94,,2021,5,21,"28,224",,,,
1654,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2021,5,25,"28,724",,,,
1655,28140,동구,송림동,BL-1,인천 LH 브리즈힐,18,74.94,,2021,5,25,"27,924",,,,
1656,28140,동구,송림동,BL-1,인천 LH 브리즈힐,19,74.94,,2021,6,2,"28,424",,,,
1657,28140,동구,송림동,BL-1,인천 LH 브리즈힐,15,74.94,,2021,6,3,"28,424",,,,
1658,28140,동구,송림동,BL-1,인천 LH 브리즈힐,21,74.94,,2021,6,5,"38,924",,,,
1659,28140,동구,송림동,BL-1,인천 LH 브리즈힐,21,74.94,,2021,6,5,"38,924",,,21.06.21,O
1660,28140,동구,송림동,BL-1,인천 LH 브리즈힐,23,74.94,,2021,6,7,"28,424",,,,
