,지역코드,시군구,법정동,지번,단지,층,전용면적,구분,년,월,일,거래금액,거래유형,중개사소재지,해제사유발생일,해제여부
174,28110,중구,중산동,1881-1,하늘도시우미린1단지,14,59.9,,2012,8,30,"24,479",,,,
175,28110,중구,중산동,1871-3,하늘도시우미린2단지,21,84.7989,,2012,8,30,"33,310",,,,
176,28110,중구,중산동,1872-2,인천영종동보노빌리티,22,84.612,,2012,8,31,"26,792",,,,
177,28110,중구,중산동,1871-3,하늘도시우미린2단지,26,84.6182,,2012,8,31,"33,970",,,,
178,28110,중구,중산동,1881-1,하늘도시우미린1단지,24,59.96,,2012,9,1,"24,400",,,,
179,28110,중구,중산동,1881-1,하늘도시우미린1단지,8,59.94,,2012,9,1,"25,693",,,,
180,28110,중구,중산동,1887-1,한라비발디,22,139.5524,,2012,9,2,"50,000",,,,
181,28110,중구,중산동,1871-3,하늘도시우미린2단지,11,84.7989,,2012,9,3,"33,310",,,,
182,28110,중구,중산동,1881-1,하늘도시우미린1단지,9,59.94,,2012,9,6,"24,730",,,,
183,28110,중구,중산동,1881-1,하늘도시우미린1단지,3,59.94,,2012,9,6,"23,490",,,,
184,28110,중구,중산동,1881-1,하늘도시우미린1단지,11,59.55,,2012,9,7,"25,220",,,,
185,28110,중구,중산동,1881-1,하늘도시우미린1단지,13,59.94,,2012,9,7,"24,730",,,,
186,28110,중구,중산동,1881-1,하늘도시우미린1단지,31,59.94,,2012,9,8,"24,970",,,,
187,28110,중구,중산동,1881-1,하늘도시우미린1단지,12,59.85,,2012,9,10,"24,460",,,,
188,28110,중구,중산동,1881-1,하늘도시우미린1단지,27,59.96,,2012,9,10,"19,800",,,,
189,28110,중구,중산동,1881-1,하늘도시우미린1단지,4,59.96,,2012,9,10,"17,771",,,,
190,28110,중구,중산동,1871-3,하늘도시우미린2단지,23,84.7989,,2012,9,11,"27,716",,,,
191,28110,중구,중산동,1878-1,인천영종한양수자인,24,59.127,,2012,9,11,"24,080",,,,
192,28110,중구,중산동,1871-3,하늘도시우미린2단지,17,84.7834,,2012,9,11,"33,920",,,,
193,28110,중구,중산동,1881-1,하늘도시우미린1단지,11,59.94,,2012,9,13,"24,730",,,,
194,28110,중구,중산동,1881-1,하늘도시우미린1단지,25,59.94,,2012,9,14,"20,939",,,,
195,28110,중구,중산동,1881-1,하늘도시우미린1단지,12,59.96,,2012,9,14,"24,480",,,,
196,28110,중구,중산동,1881-1,하늘도시우미린1단지,9,59.94,,2012,9,15,"24,730",,,,
197,28110,중구,중산동,1881-1,하늘도시우미린1단지,19,59.85,,2012,9,17,"25,326",,,,
198,28110,중구,중산동,1881-1,하늘도시우미린1단지,17,48.92,,2012,9,18,"20,950",,,,
199,28110,중구,중산동,1881-1,하늘도시우미린1단지,24,59.96,,2012,9,18,"24,480",,,,
200,28110,중구,중산동,1881-1,하늘도시우미린1단지,13,59.55,,2012,9,19,"25,220",,,,
201,28110,중구,중산동,1871-3,하늘도시우미린2단지,33,84.7834,,2012,9,19,"34,250",,,,
202,28110,중구,중산동,1878-1,인천영종한양수자인,16,59.2156,,2012,9,19,"23,930",,,,
203,28110,중구,중산동,1871-3,하늘도시우미린2단지,21,84.7989,,2012,9,21,"33,310",,,,
204,28110,중구,중산동,1871-3,하늘도시우미린2단지,20,84.9907,,2012,9,22,"33,490",,,,
205,28110,중구,중산동,1881-1,하늘도시우미린1단지,36,59.94,,2012,9,25,"23,720",,,,
206,28110,중구,중산동,1871-3,하늘도시우미린2단지,25,84.7989,,2012,9,26,"29,267",,,,
207,28110,중구,중산동,1881-1,하늘도시우미린1단지,5,48.92,,2012,9,26,"20,320",,,,
208,28110,중구,중산동,1881-1,하늘도시우미린1단지,16,59.96,,2012,9,26,"24,480",,,,
209,28110,중구,중산동,1881-1,하늘도시우미린1단지,7,59.96,,2012,9,26,"23,740",,,,
210,28110,중구,중산동,1871-3,하늘도시우미린2단지,5,84.6182,,2012,9,27,"22,873",,,,
211,28110,중구,중산동,1878-1,인천영종한양수자인,16,59.1006,,2012,9,27,"25,939",,,,
212,28110,중구,중산동,1871-3,하늘도시우미린2단지,17,84.9172,,2012,9,28,"33,460",,,,
213,28110,중구,중산동,1871-3,하늘도시우미린2단지,21,84.6182,,2012,9,28,"33,640",,,,
214,28110,중구,중산동,1871-3,하늘도시우미린2단지,32,84.7834,,2012,10,1,"35,504",,,,
215,28110,중구,중산동,1881-1,하늘도시우미린1단지,34,59.96,,2012,10,2,"16,350",,,,
216,28110,중구,중산동,1881-1,하늘도시우미린1단지,18,59.96,,2012,10,3,"19,584",,,,
217,28110,중구,중산동,1881-1,하늘도시우미린1단지,32,59.94,,2012,10,4,"16,510",,,,
218,28110,중구,중산동,1871-3,하늘도시우미린2단지,12,84.9172,,2012,10,4,"24,276",,,,
219,28110,중구,중산동,1871-3,하늘도시우미린2단지,20,84.7989,,2012,10,4,"33,310",,,,
220,28110,중구,중산동,1881-1,하늘도시우미린1단지,28,59.96,,2012,10,5,"24,720",,,,
221,28110,중구,중산동,1881-1,하늘도시우미린1단지,21,59.96,,2012,10,8,"24,480",,,,
222,28110,중구,중산동,1871-3,하늘도시우미린2단지,18,84.7989,,2012,10,8,"33,310",,,,
223,28110,중구,중산동,1881-1,하늘도시우미린1단지,17,59.85,,2012,10,8,"24,460",,,,
224,28110,중구,중산동,1878-1,인천영종한양수자인,9,59.9594,,2012,10,10,"24,780",,,,
225,28110,중구,중산동,1881-1,하늘도시우미린1단지,3,59.96,,2012,10,10,"23,250",,,,
226,28110,중구,중산동,1871-3,하늘도시우미린2단지,26,84.9172,,2012,10,10,"33,790",,,,
227,28110,중구,중산동,1871-3,하늘도시우미린2단지,18,84.9172,,2012,10,10,"33,460",,,,
228,28110,중구,중산동,1887-2,영종힐스테이트,10,83.372,,2012,10,11,"26,060",,,,
229,28110,중구,중산동,1871-3,하늘도시우미린2단지,12,84.7989,,2012,10,11,"33,310",,,,
230,28110,중구,중산동,1871-3,하늘도시우미린2단지,31,84.7834,,2012,10,11,"34,250",,,,
231,28110,중구,중산동,1881-1,하늘도시우미린1단지,3,59.55,,2012,10,11,"23,950",,,,
232,28110,중구,중산동,1871-3,하늘도시우미린2단지,33,84.7834,,2012,10,11,"34,590",,,,
233,28110,중구,중산동,1871-3,하늘도시우미린2단지,23,84.7834,,2012,10,11,"33,920",,,,
234,28110,중구,중산동,1887-1,한라비발디,33,115.4255,,2012,10,11,"46,500",,,,
235,28110,중구,중산동,1871-3,하늘도시우미린2단지,33,84.7989,,2012,10,12,"33,640",,,,
236,28110,중구,중산동,1878-1,한양수자인,1,59.7782,,2012,10,12,"21,690",,,,
237,28110,중구,중산동,1881-1,하늘도시우미린1단지,28,59.96,,2012,10,12,"24,720",,,,
238,28110,중구,중산동,1871-3,하늘도시우미린2단지,14,84.6182,,2012,10,12,"33,640",,,,
239,28110,중구,중산동,1871-3,하늘도시우미린2단지,23,84.7989,,2012,10,13,"33,310",,,,
240,28110,중구,중산동,1872-1,영종신명스카이뷰주얼리,30,57.016,,2012,10,16,"23,900",,,,
241,28110,중구,중산동,1881-1,하늘도시우미린1단지,13,59.94,,2012,10,16,"24,730",,,,
242,28110,중구,중산동,1887-2,영종힐스테이트,15,83.247,,2012,10,19,"34,018",,,,
243,28110,중구,중산동,1887-2,영종힐스테이트,8,83.372,,2012,10,20,"32,818",,,,
244,28110,중구,중산동,1878-1,인천영종한양수자인,17,59.2185,,2012,10,22,"23,930",,,,
245,28110,중구,중산동,1881-1,하늘도시우미린1단지,9,59.96,,2012,10,22,"24,480",,,,
246,28110,중구,중산동,1881-1,하늘도시우미린1단지,11,59.94,,2012,10,23,"24,730",,,,
247,28110,중구,중산동,1887-2,영종힐스테이트,11,83.294,,2012,10,24,"34,057",,,,
248,28110,중구,중산동,1878-1,한양수자인,11,59.1006,,2012,10,24,"24,980",,,,
249,28110,중구,중산동,1881-1,하늘도시우미린1단지,3,59.85,,2012,10,25,"23,230",,,,
250,28110,중구,중산동,1887-2,영종힐스테이트,13,83.372,,2012,10,26,"32,818",,,,
251,28110,중구,중산동,1872-2,인천영종동보노빌리티,10,84.672,,2012,10,28,"32,010",,,,
252,28110,중구,중산동,1871-3,하늘도시우미린2단지,19,84.7989,,2012,10,29,"33,310",,,,
253,28110,중구,중산동,1881-1,하늘도시우미린1단지,12,59.55,,2012,10,29,"25,220",,,,
254,28110,중구,중산동,1878-1,한양수자인,17,59.7782,,2012,10,30,"25,320",,,,
255,28110,중구,중산동,1878-1,한양수자인,23,59.127,,2012,10,30,"24,970",,,,
256,28110,중구,중산동,1872-2,인천영종동보노빌리티,12,84.96,,2012,10,31,"34,327",,,,
257,28110,중구,중산동,1872-2,인천영종동보노빌리티,2,84.74,,2012,10,31,"31,030",,,,
258,28110,중구,중산동,1878-1,한양수자인,30,59.2156,,2012,11,1,"23,930",,,,
259,28110,중구,중산동,1881-1,하늘도시우미린1단지,18,59.55,,2012,11,2,"25,220",,,,
260,28110,중구,중산동,1881-1,하늘도시우미린1단지,5,59.96,,2012,11,2,"23,740",,,,
261,28110,중구,중산동,1872-2,인천영종동보노빌리티,7,84.96,,2012,11,3,"32,210",,,,
262,28110,중구,중산동,1871-3,하늘도시우미린2단지,30,84.7834,,2012,11,5,"34,250",,,,
263,28110,중구,중산동,1871-3,하늘도시우미린2단지,16,84.9172,,2012,11,5,"33,460",,,,
264,28110,중구,중산동,1881-1,하늘도시우미린1단지,10,59.94,,2012,11,5,"24,730",,,,
265,28110,중구,중산동,1871-3,하늘도시우미린2단지,31,84.9907,,2012,11,5,"28,887",,,,
266,28110,중구,중산동,1887-2,영종힐스테이트,16,83.294,,2012,11,6,"32,818",,,,
267,28110,중구,중산동,1887-2,영종힐스테이트,12,83.294,,2012,11,7,"32,818",,,,
268,28110,중구,중산동,1878-1,인천영종한양수자인,25,59.127,,2012,11,7,"24,080",,,,
269,28110,중구,중산동,1887-2,영종힐스테이트,8,83.011,,2012,11,7,"32,818",,,,
270,28110,중구,중산동,1871-3,하늘도시우미린2단지,28,84.7989,,2012,11,8,"33,640",,,,
271,28110,중구,중산동,1871-3,하늘도시우미린2단지,33,84.7834,,2012,11,8,"34,250",,,,
272,28110,중구,중산동,1881-1,하늘도시우미린1단지,12,59.94,,2012,11,9,"24,730",,,,
273,28110,중구,중산동,1872-2,인천영종동보노빌리티,12,84.74,,2012,11,9,"34,019",,,,
274,28110,중구,중산동,1887-2,영종힐스테이트,22,83.372,,2012,11,10,"29,839",,,,
275,28110,중구,중산동,1887-1,한라비발디,25,101.7629,,2012,11,12,"40,490",,,,
276,28110,중구,중산동,1878-1,인천영종한양수자인,23,59.127,,2012,11,13,"24,080",,,,
277,28110,중구,중산동,1871-3,하늘도시우미린2단지,10,84.7834,,2012,11,13,"33,640",,,,
278,28110,중구,중산동,1871-3,하늘도시우미린2단지,17,84.7834,,2012,11,13,"33,920",,,,
279,28110,중구,중산동,1881-1,하늘도시우미린1단지,24,59.94,,2012,11,13,"24,730",,,,
280,28110,중구,중산동,1881-1,하늘도시우미린1단지,20,59.94,,2012,11,13,"24,780",,,,
281,28110,중구,중산동,1887-2,영종힐스테이트,15,83.372,,2012,11,13,"32,818",,,,
282,28110,중구,중산동,1871-3,하늘도시우미린2단지,27,84.7989,,2012,11,14,"33,640",,,,
283,28110,중구,중산동,1881-1,하늘도시우미린1단지,8,59.94,,2012,11,14,"24,730",,,,
284,28110,중구,중산동,1871-3,하늘도시우미린2단지,10,84.9172,,2012,11,14,"33,460",,,,
285,28110,중구,중산동,1871-3,하늘도시우미린2단지,27,84.7834,,2012,11,15,"34,250",,,,
