articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,realtorName,search_day,articleDetail.verificationTypeName,articleDetail.mapLocationIndicationYn,articleDetail.etcAddress,articleDetail.articleFeatureDescription,articleDetail.detailDescription,articleAddition.articleFeatureDesc,articleAddition.tagList,articleBuildingRegister.platPlc,address,building_name
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
