,지역코드,시군구,법정동,유형,용도지역,건물주용도,건축년도,대지면적,건물면적,년,월,일,거래금액,거래유형,중개사소재지,해제사유발생일,해제여부
51,28110,중구,중앙동4가,일반,일반상업,기타,1970,130.3,393.39,2006,5,13,"27,500",,,,
52,28110,중구,중앙동4가,일반,일반상업,기타,1981,103.1,256.06,2006,5,25,"25,000",,,,
53,28110,중구,항동7가,집합,일반상업,판매,1999,,10.5,2006,5,1,"2,000",,,,
54,28110,중구,항동7가,집합,일반상업,판매,1999,,23.25,2006,5,1,"2,000",,,,
55,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,63.77,2006,5,2,"2,100",,,,
56,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,82.45,2006,5,2,"2,800",,,,
57,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,52.27,2006,5,2,"1,700",,,,
58,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,57.5,2006,5,2,"1,900",,,,
59,28110,중구,항동7가,집합,준공업,판매,1976,,130.52,2006,5,5,"15,000",,,,
60,28110,중구,항동7가,일반,일반상업,제1종근린생활,1991,587,491.28,2006,5,10,"72,000",,,,
61,28110,중구,항동7가,일반,일반상업,숙박,1999,598.3,999.87,2006,5,15,"140,000",,,,
62,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2006,5,19,"6,600",,,,
63,28110,중구,항동7가,집합,일반상업,판매,1977,,19.83,2006,5,28,"3,500",,,,
64,28110,중구,항동7가,일반,일반상업,숙박,1993,330.8,736.94,2006,5,29,"65,500",,,,
65,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2006,5,30,"5,000",,,,
66,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2006,5,30,"5,000",,,,
67,28110,중구,신생동,일반,일반상업,판매,1977,134.2,157.59,2006,5,11,"11,300",,,,
68,28110,중구,신포동,집합,일반상업,판매,1985,,21.49,2006,5,3,"2,500",,,,
69,28110,중구,신포동,집합,일반상업,기타,1984,,1122.91,2006,5,16,"64,000",,,,
70,28110,중구,신포동,일반,일반상업,기타,1980,110.1,475.98,2006,5,24,"34,500",,,,
71,28110,중구,용동,일반,일반상업,판매,1966,120.3,342.18,2006,5,12,"21,200",,,,
72,28110,중구,인현동,일반,일반상업,판매,1962,187.4,234.78,2006,5,11,"31,500",,,,
73,28110,중구,운남동,일반,생산녹지,제2종근린생활,2000,832,924,2006,5,26,"110,000",,,,
74,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,49.72,2006,5,24,"15,000",,,,
75,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,65.2,2006,5,24,"22,000",,,,
76,28110,중구,남북동,집합,자연녹지,기타,2001,,1030.05,2006,5,24,"76,832",,,,
77,28110,중구,항동1가,일반,일반상업,기타,1965,178.5,469.74,2006,6,18,"26,000",,,,
78,28110,중구,항동7가,집합,일반상업,판매,1977,,19.83,2006,6,5,"55,000",,,,
79,28110,중구,항동7가,일반,일반상업,기타,1989,1039.9,1563.27,2006,6,16,"180,000",,,,
80,28110,중구,항동7가,집합,일반상업,제1종근린생활,1983,,30.48,2006,6,27,"11,000",,,,
81,28110,중구,사동,일반,일반상업,기타,1994,55.4,362.99,2006,6,5,"6,500",,,,
82,28110,중구,사동,일반,일반상업,기타,1984,65.7,130.26,2006,6,29,"12,000",,,,
83,28110,중구,신흥동3가,집합,일반상업,제2종근린생활,2003,,10.93,2006,6,10,"3,250",,,,
84,28110,중구,도원동,일반,일반상업,판매,1976,99.2,126,2006,6,28,"27,000",,,,
85,28110,중구,용동,일반,일반상업,기타,1986,129.9,351.73,2006,6,9,"18,000",,,,
86,28110,중구,용동,일반,일반상업,기타,1982,65.2,116.72,2006,6,16,"7,500",,,,
87,28110,중구,용동,일반,일반상업,기타,,82.6,151.86,2006,6,21,"23,000",,,,
88,28110,중구,용동,일반,일반상업,기타,2000,112.4,307.34,2006,6,25,"33,000",,,,
89,28110,중구,인현동,일반,일반상업,기타,1976,268.9,720.2,2006,6,29,"75,908",,,,
90,28110,중구,중앙동3가,집합,일반상업,제2종근린생활,2003,,94.29,2006,7,18,"20,600",,,,
91,28110,중구,중앙동3가,집합,일반상업,제2종근린생활,2003,,58.14,2006,7,18,"12,700",,,,
92,28110,중구,중앙동3가,집합,일반상업,제1종근린생활,2003,,314.75,2006,7,18,"56,500",,,,
93,28110,중구,중앙동3가,집합,일반상업,제2종근린생활,2003,,314.75,2006,7,18,"56,500",,,,
94,28110,중구,중앙동3가,집합,일반상업,제2종근린생활,2003,,368.43,2006,7,18,"54,400",,,,
95,28110,중구,중앙동3가,집합,일반상업,제1종근린생활,2003,,129.25,2006,7,18,"17,400",,,,
96,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,17.28,2006,7,10,"3,000",,,,
97,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,23.87,2006,7,10,"2,900",,,,
98,28110,중구,항동7가,집합,일반상업,기타,1980,,354.03,2006,7,31,"22,000",,,,
99,28110,중구,신흥동3가,집합,일반상업,제1종근린생활,2004,,28,2006,7,8,"6,200",,,,
100,28110,중구,인현동,일반,일반상업,기타,1978,168.6,747.87,2006,7,27,"60,000",,,,
101,28110,중구,북성동2가,일반,제2종일반주거,제1종근린생활,1970,108.25,507.63,2006,7,10,"24,000",,,,
102,28110,중구,북성동2가,일반,제2종일반주거,판매,,110.1,50.58,2006,7,10,"24,500",,,,
103,28110,중구,운서동,집합,일반상업,업무,2002,,87.65,2006,7,5,"9,274",,,,
104,28110,중구,운서동,집합,일반상업,제1종근린생활,2002,,30.78,2006,7,15,"10,000",,,,
105,28110,중구,운서동,집합,일반상업,기타,2002,,30.78,2006,7,15,"9,500",,,,
106,28110,중구,운서동,집합,일반상업,업무,2002,,183.5,2006,7,18,"18,000",,,,
107,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2006,8,21,"5,500",,,,
108,28110,중구,항동7가,집합,일반상업,기타,1981,,22.8,2006,8,28,"4,330",,,,
109,28110,중구,신생동,일반,일반상업,기타,1995,111,148.08,2006,8,20,"12,500",,,,
110,28110,중구,신포동,일반,일반상업,판매,1976,23.8,65.13,2006,8,14,"5,200",,,,
111,28110,중구,신흥동3가,일반,일반상업,기타,1989,89.1,247.36,2006,8,23,"8,000",,,,
112,28110,중구,율목동,집합,일반상업,기타,1984,,46.47,2006,8,20,"6,500",,,,
113,28110,중구,인현동,일반,일반상업,숙박,1986,37.68,117.47,2006,8,14,"7,500",,,,
114,28110,중구,선린동,일반,일반상업,제2종근린생활,1934,198.15,351.78,2006,8,8,"14,000",,,,
115,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,79.62,2006,8,1,"24,000",,,,
116,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,72.52,2006,8,1,"24,000",,,,
117,28110,중구,운서동,집합,일반상업,제2종근린생활,2001,,290.55,2006,8,6,"65,000",,,,
118,28110,중구,운서동,집합,일반상업,기타,2001,,351.56,2006,8,10,"30,000",,,,
119,28110,중구,운서동,집합,일반상업,제2종근린생활,2002,,32.4,2006,8,19,"17,600",,,,
120,28110,중구,운서동,집합,일반상업,숙박,2003,,287.86,2006,8,25,"50,400",,,,
121,28110,중구,중앙동3가,집합,일반상업,기타,1995,,890.44,2006,9,11,"33,975",,,,
122,28110,중구,항동7가,집합,일반상업,기타,1980,,32.18,2006,9,5,"2,200",,,,
123,28110,중구,항동7가,집합,일반상업,기타,1984,,40.05,2006,9,11,"26,500",,,,
124,28110,중구,항동7가,집합,일반상업,기타,1983,,40.38,2006,9,20,"27,000",,,,
125,28110,중구,항동7가,집합,일반상업,기타,1983,,40.38,2006,9,20,"27,000",,,,
126,28110,중구,항동7가,집합,일반상업,판매,1977,,9.92,2006,9,20,"6,000",,,,
127,28110,중구,도원동,일반,일반상업,제1종근린생활,1969,144.2,418.84,2006,9,13,"37,000",,,,
128,28110,중구,도원동,일반,제2종일반주거,판매,1967,96.5,115.58,2006,9,15,"17,500",,,,
129,28110,중구,경동,일반,일반상업,판매,1971,251.3,1141.17,2006,9,12,"47,000",,,,
130,28110,중구,경동,일반,일반상업,판매,1955,50.9,74.04,2006,9,20,"9,200",,,,
131,28110,중구,운서동,집합,일반상업,업무,2001,,35.81,2006,9,5,"4,500",,,,
132,28110,중구,운서동,집합,일반상업,제2종근린생활,2002,,80.84,2006,9,29,"15,000",,,,
133,28110,중구,항동7가,집합,일반상업,기타,1981,,28,2006,10,2,"3,400",,,,
134,28110,중구,항동7가,집합,일반상업,판매,1977,,9.92,2006,10,5,"8,000",,,,
135,28110,중구,항동7가,일반,일반상업,기타,1983,100.48,49.78,2006,10,17,"9,500",,,,
136,28110,중구,항동7가,집합,일반상업,기타,1983,,32.86,2006,10,20,"25,000",,,,
137,28110,중구,항동7가,집합,일반상업,기타,1983,,32.86,2006,10,20,"25,000",,,,
138,28110,중구,항동7가,집합,일반상업,판매,1977,,9.92,2006,10,20,"6,500",,,,
139,28110,중구,항동7가,집합,일반상업,기타,1983,,50.59,2006,10,25,"20,658",,,,
140,28110,중구,항동7가,집합,일반상업,기타,1983,,50.59,2006,10,25,"20,658",,,,
141,28110,중구,항동7가,집합,일반상업,기타,1983,,50.59,2006,10,25,"20,658",,,,
142,28110,중구,항동7가,집합,일반상업,기타,1983,,50.59,2006,10,25,"20,658",,,,
143,28110,중구,도원동,일반,일반상업,판매,1961,42.3,78.46,2006,10,13,"22,500",,,,
144,28110,중구,북성동1가,일반,준주거,숙박,1994,126.5,212.82,2006,10,25,"25,700",,,,
145,28110,중구,북성동2가,일반,제2종일반주거,제1종근린생활,,56.9,91.47,2006,10,26,"5,900",,,,
146,28110,중구,송월동2가,집합,제2종일반주거,제2종근린생활,2006,,48.06,2006,10,16,"22,594",,,,
147,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,64.87,2006,10,2,"11,040",,,,
148,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,76.48,2006,10,2,"12,960",,,,
149,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,72.52,2006,10,24,"11,206",,,,
150,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,84.56,2006,10,24,"11,206",,,,
151,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,79.62,2006,10,24,"11,206",,,,
152,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,84.53,2006,10,24,"11,206",,,,
153,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,64.87,2006,10,24,"11,206",,,,
154,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,76.48,2006,10,24,"11,206",,,,
155,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,82.72,2006,10,24,"11,206",,,,
156,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2006,11,10,"6,000",,,,
157,28110,중구,항동7가,집합,일반상업,판매,1977,,19.83,2006,11,30,"7,500",,,,
158,28110,중구,항동7가,집합,일반상업,판매,1977,,19.83,2006,11,30,"7,500",,,,
159,28110,중구,답동,일반,일반상업,판매,1966,126.6,115.21,2006,11,15,"7,500",,,,
160,28110,중구,신흥동3가,집합,일반상업,업무,2003,,26.23,2006,11,24,"3,500",,,,
161,28110,중구,신흥동3가,집합,일반상업,제1종근린생활,2003,,71.64,2006,11,29,"9,660",,,,
162,28110,중구,신흥동3가,집합,일반상업,제1종근린생활,2003,,131.45,2006,11,29,"17,720",,,,
163,28110,중구,신흥동3가,집합,일반상업,제1종근린생활,2003,,51.15,2006,11,29,"6,900",,,,
164,28110,중구,유동,일반,일반상업,기타,1984,224.8,269.15,2006,11,22,"23,200",,,,
165,28110,중구,내동,일반,일반상업,기타,1979,11.6,21.76,2006,11,2,"15,000",,,,
166,28110,중구,내동,일반,일반상업,업무,2002,501,1467.49,2006,11,17,"120,000",,,,
167,28110,중구,용동,일반,일반상업,기타,1982,65.2,116.72,2006,11,6,"11,000",,,,
168,28110,중구,북성동1가,일반,준주거,기타,1976,127.2,263.46,2006,11,13,"18,000",,,,
169,28110,중구,북성동1가,일반,제2종일반주거,제2종근린생활,1985,66.4,43.34,2006,11,30,"6,000",,,,
170,28110,중구,운서동,집합,일반상업,제2종근린생활,2003,,81.2,2006,11,2,"32,560",,,,
171,28110,중구,운서동,집합,일반상업,제2종근린생활,2002,,131.08,2006,11,11,"18,000",,,,
172,28110,중구,중앙동4가,일반,일반상업,기타,1984,205,756.09,2006,12,13,"53,000",,,,
173,28110,중구,중앙동4가,일반,일반상업,기타,1988,297.5,748.35,2006,12,13,"77,000",,,,
174,28110,중구,항동7가,일반,일반상업,기타,1977,165.3,121.49,2006,12,1,"13,000",,,,
175,28110,중구,항동7가,집합,일반상업,판매,1977,,19.83,2006,12,5,"10,000",,,,
176,28110,중구,항동7가,집합,일반상업,기타,1981,,36,2006,12,10,"10,000",,,,
177,28110,중구,항동7가,집합,일반상업,기타,1977,,9,2006,12,17,700,,,,
178,28110,중구,항동7가,집합,일반상업,판매,1999,,9.6,2006,12,26,"1,400",,,,
179,28110,중구,항동7가,집합,일반상업,판매,2000,,10.23,2006,12,27,800,,,,
180,28110,중구,사동,일반,일반상업,판매,1970,126.3,222.41,2006,12,14,"19,500",,,,
181,28110,중구,사동,일반,일반상업,기타,1975,2460.5,5436.67,2006,12,21,"447,216",,,,
182,28110,중구,답동,일반,일반상업,제1종근린생활,1966,238.7,387.43,2006,12,28,"17,500",,,,
183,28110,중구,신흥동1가,일반,일반상업,기타,1960,38.5,41.88,2006,12,12,"7,400",,,,
184,28110,중구,북성동1가,집합,준공업,기타,1987,,127,2006,12,18,"9,000",,,,
185,28110,중구,운남동,일반,자연녹지,제1종근린생활,2006,279,135,2006,12,26,"25,700",,,,
186,28110,중구,운서동,집합,일반상업,제1종근린생활,2001,,36.27,2006,12,4,"25,000",,,,
187,28110,중구,운서동,집합,일반상업,업무,2001,,49.34,2006,12,5,"4,700",,,,
188,28110,중구,운서동,집합,일반상업,제2종근린생활,2003,,334.7,2006,12,7,"24,138",,,,
189,28110,중구,운서동,집합,일반상업,제2종근린생활,2003,,92.8,2006,12,12,"13,960",,,,
190,28110,중구,운서동,집합,일반상업,제2종근린생활,2003,,98.01,2006,12,12,"14,740",,,,
191,28110,중구,운서동,집합,일반상업,기타,2001,,31.59,2006,12,20,"25,500",,,,
192,28110,중구,을왕동,일반,자연녹지,기타,1973,237,61.81,2006,12,8,"27,000",,,,
193,28110,중구,중앙동4가,일반,일반상업,기타,1967,69.4,225.13,2007,1,17,"13,000",,,,
194,28110,중구,관동3가,일반,일반상업,기타,1990,134.3,308.44,2007,1,16,"25,500",,,,
195,28110,중구,관동3가,일반,일반상업,기타,1990,134.3,308.44,2007,1,16,"25,500",,,,
196,28110,중구,항동7가,집합,일반상업,기타,1983,,26.55,2007,1,16,"8,833",,,,
197,28110,중구,항동7가,집합,일반상업,제2종근린생활,1999,,43.21,2007,1,17,"1,500",,,,
198,28110,중구,항동7가,집합,일반상업,기타,1981,,36,2007,1,20,"10,000",,,,
199,28110,중구,항동7가,집합,일반상업,판매,1999,,17.25,2007,1,26,"3,200",,,,
200,28110,중구,항동7가,집합,일반상업,판매,1999,,10.23,2007,1,29,800,,,,
201,28110,중구,항동7가,집합,일반상업,판매,2000,,12.6,2007,1,31,"4,000",,,,
202,28110,중구,신흥동1가,집합,일반상업,제1종근린생활,2005,,44.7,2007,1,22,"18,500",,,,
203,28110,중구,신흥동2가,집합,일반상업,제1종근린생활,1994,,16.83,2007,1,4,"4,000",,,,
204,28110,중구,신흥동2가,집합,일반상업,기타,2003,,61.52,2007,1,29,"4,500",,,,
205,28110,중구,신흥동3가,일반,일반상업,업무,2002,174.8,495.04,2007,1,9,"26,270",,,,
206,28110,중구,도원동,집합,제2종일반주거,기타,1997,,46.11,2007,1,15,"1,100",,,,
207,28110,중구,경동,일반,일반상업,기타,1950,171.8,98.18,2007,1,1,"7,700",,,,
208,28110,중구,경동,일반,일반상업,기타,1940,62.8,82.48,2007,1,1,"3,500",,,,
209,28110,중구,경동,일반,일반상업,기타,1940,62.8,82.48,2007,1,7,"3,500",,,,
210,28110,중구,경동,일반,일반상업,기타,1950,171.8,98.18,2007,1,7,"8,500",,,,
211,28110,중구,인현동,일반,일반상업,제1종근린생활,1971,168.6,865.07,2007,1,25,"102,000",,,,
212,28110,중구,인현동,일반,일반상업,판매,,446.6,190.84,2007,1,30,"81,000",,,,
213,28110,중구,북성동1가,일반,제2종일반주거,제2종근린생활,1985,66.4,43.34,2007,1,30,"6,000",,,,
214,28110,중구,북성동2가,일반,제2종일반주거,판매,1960,56.9,91.47,2007,1,30,"6,900",,,,
215,28110,중구,운서동,집합,제2종일반주거,기타,2002,,24,2007,1,3,"8,663",,,,
216,28110,중구,운서동,집합,제2종일반주거,기타,2002,,24,2007,1,3,"8,663",,,,
217,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,84.16,2007,1,11,"91,100",,,,
218,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,37.82,2007,1,11,"40,900",,,,
219,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,101.91,2007,1,15,"13,901",,,,
220,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,76.48,2007,1,15,"10,432",,,,
221,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,113.9,2007,1,15,"15,536",,,,
222,28110,중구,운서동,집합,일반상업,제2종근린생활,2004,,82.72,2007,1,15,"11,283",,,,
223,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,64.87,2007,1,15,"8,848",,,,
224,28110,중구,운서동,집합,일반상업,제2종근린생활,2002,,78.79,2007,1,23,"8,765",,,,
225,28110,중구,운서동,집합,일반상업,제2종근린생활,2003,,45.39,2007,1,24,"29,010",,,,
226,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,72.52,2007,1,25,"12,392",,,,
227,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,84.56,2007,1,25,"14,462",,,,
228,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,79.62,2007,1,25,"13,600",,,,
229,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,101.91,2007,1,25,"17,410",,,,
230,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,82.72,2007,1,25,"14,136",,,,
231,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,84.56,2007,1,25,"14,890",,,,
232,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,72.52,2007,1,25,"12,120",,,,
233,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,79.62,2007,1,25,"13,300",,,,
234,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,101.91,2007,1,25,"17,020",,,,
235,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,82.72,2007,1,25,"13,820",,,,
236,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,76.48,2007,1,25,"12,010",,,,
237,28110,중구,운서동,집합,일반상업,제1종근린생활,2004,,64.87,2007,1,25,"10,840",,,,
238,28110,중구,항동7가,집합,일반상업,기타,1981,,34.8,2007,2,5,"8,000",,,,
239,28110,중구,항동7가,일반,일반상업,기타,1999,337.2,1482.1,2007,2,9,"76,000",,,,
240,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2007,2,9,"6,000",,,,
241,28110,중구,항동7가,집합,일반상업,기타,1983,,18.59,2007,2,16,"5,620",,,,
242,28110,중구,항동7가,집합,일반상업,기타,1983,,37.18,2007,2,16,"11,245",,,,
243,28110,중구,항동7가,집합,일반상업,기타,1983,,15.24,2007,2,16,"3,810",,,,
244,28110,중구,항동7가,집합,일반상업,기타,1983,,26.56,2007,2,16,"8,030",,,,
245,28110,중구,항동7가,집합,일반상업,판매,1977,,18.18,2007,2,28,"8,000",,,,
246,28110,중구,신생동,집합,일반상업,제1종근린생활,2005,,94.87,2007,2,25,"19,000",,,,
247,28110,중구,신흥동1가,일반,일반상업,기타,1945,38.5,41.88,2007,2,7,"7,400",,,,
248,28110,중구,내동,일반,일반상업,숙박,1970,304.1,1079.1,2007,2,14,"44,000",,,,
249,28110,중구,경동,일반,일반상업,기타,1993,360.1,1154.6,2007,2,23,"53,000",,,,
250,28110,중구,북성동2가,일반,제2종일반주거,판매,,56.9,91.47,2007,2,15,"6,900",,,,
251,28110,중구,운서동,집합,일반상업,기타,2001,,298.73,2007,2,8,"58,000",,,,
252,28110,중구,운서동,집합,일반상업,제2종근린생활,2002,,54.45,2007,2,16,"8,560",,,,
253,28110,중구,운서동,집합,일반상업,제2종근린생활,2001,,113.88,2007,2,20,"10,250",,,,
254,28110,중구,운서동,집합,일반상업,제2종근린생활,2001,,113.88,2007,2,20,"10,250",,,,
255,28110,중구,운서동,집합,일반상업,제2종근린생활,2002,,97.2,2007,2,21,"18,000",,,,
256,28110,중구,운서동,집합,일반상업,제1종근린생활,2001,,148.83,2007,2,27,"34,000",,,,
257,28110,중구,운서동,집합,일반상업,제2종근린생활,2001,,190.07,2007,2,28,"24,000",,,,
258,28110,중구,을왕동,일반,자연녹지,제2종근린생활,2001,808,413.8,2007,2,16,"107,500",,,,
259,28110,중구,중앙동1가,일반,일반상업,제1종근린생활,1993,102.5,240.5,2007,3,12,"21,000",,,,
260,28110,중구,중앙동3가,집합,일반상업,숙박,1995,,469.92,2007,3,20,"17,500",,,,
261,28110,중구,항동7가,일반,일반상업,제1종근린생활,1978,42.9,44.63,2007,3,2,"10,400",,,,
262,28110,중구,항동7가,집합,일반상업,판매,1974,,37.8,2007,3,6,"4,900",,,,
263,28110,중구,항동7가,집합,일반상업,판매,1977,,16.53,2007,3,7,"7,500",,,,
264,28110,중구,항동7가,일반,일반상업,기타,1997,1427.5,2602.15,2007,3,26,"152,000",,,,
265,28110,중구,항동7가,집합,일반상업,제1종근린생활,1976,,26.9,2007,3,28,"30,000",,,,
266,28110,중구,항동7가,집합,일반상업,제1종근린생활,1976,,134.12,2007,3,28,"20,000",,,,
267,28110,중구,항동7가,일반,일반상업,숙박,2003,808.9,2498.58,2007,3,28,"260,000",,,,
268,28110,중구,신포동,일반,일반상업,판매,1939,61.8,61.81,2007,3,6,"18,000",,,,
269,28110,중구,답동,일반,일반상업,기타,1989,83,84.46,2007,3,30,"9,300",,,,
270,28110,중구,신흥동1가,일반,일반상업,판매,1937,83.65,23.14,2007,3,5,"7,850",,,,
271,28110,중구,신흥동1가,일반,일반상업,판매,1937,83.65,23.14,2007,3,5,"7,850",,,,
272,28110,중구,신흥동1가,집합,일반상업,기타,2005,,29.97,2007,3,6,"9,300",,,,
