지역코드,시군구,법정동,유형,용도지역,건물주용도,건축년도,대지면적,건물면적,년,월,일,거래금액,거래유형,중개사소재지,해제사유발생일,해제여부,datetime,Datetime
28237,부평구,부평동,일반,일반상업,기타,1994,119.3,429.8,2006,1,5,"145,000",,,,,2006-01-05,2006-01-05
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,185.1,2006,1,5,"11,826",,,,,2006-01-05,2006-01-05
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,52.67,2006,1,6,"28,300",,,,,2006-01-06,2006-01-06
28237,부평구,부평동,집합,일반상업,제1종근린생활,2004,,57.42,2006,1,9,"52,100",,,,,2006-01-09,2006-01-09
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,88.14,2006,1,10,520,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,90.4,2006,1,10,540,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,57,2006,1,10,340,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,120.08,2006,1,10,720,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,137.34,2006,1,10,820,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,128.52,2006,1,10,760,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,98.28,2006,1,10,580,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,98.28,2006,1,10,580,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,97.28,2006,1,10,580,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,57,2006,1,10,340,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,90.4,2006,1,10,540,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,115.26,2006,1,10,680,,,,,2006-01-10,2006-01-10
28237,부평구,부평동,집합,일반상업,기타,2004,,126.7,2006,1,12,"19,987",,,,,2006-01-12,2006-01-12
28237,부평구,부평동,집합,일반상업,기타,2004,,93.6,2006,1,12,"14,767",,,,,2006-01-12,2006-01-12
28237,부평구,부평동,집합,일반상업,기타,2000,,4.28,2006,1,12,490,,,,,2006-01-12,2006-01-12
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,192.61,2006,1,13,"37,300",,,,,2006-01-13,2006-01-13
28237,부평구,부평동,집합,일반상업,기타,2004,,132,2006,1,16,"20,825",,,,,2006-01-16,2006-01-16
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,303.18,2006,1,16,"32,800",,,,,2006-01-16,2006-01-16
28237,부평구,부평동,일반,제1종일반주거,기타,1996,211.6,404.7,2006,1,23,"50,000",,,,,2006-01-23,2006-01-23
28237,부평구,부평동,집합,일반상업,기타,1990,,653.61,2006,1,25,"73,400",,,,,2006-01-25,2006-01-25
28237,부평구,부평동,집합,일반상업,기타,1990,,177.75,2006,1,25,"19,600",,,,,2006-01-25,2006-01-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,48.36,2006,1,27,"30,000",,,,,2006-01-27,2006-01-27
28237,부평구,십정동,일반,제2종일반주거,기타,1992,137,405,2006,1,9,"95,000",,,,,2006-01-09,2006-01-09
28237,부평구,십정동,집합,일반주거,기타,2005,,41.04,2006,1,13,"23,000",,,,,2006-01-13,2006-01-13
28237,부평구,십정동,일반,제2종일반주거,기타,1990,125,218.64,2006,1,26,"14,500",,,,,2006-01-26,2006-01-26
28237,부평구,청천동,집합,준공업,판매,2003,,107.55,2006,1,10,"29,900",,,,,2006-01-10,2006-01-10
28237,부평구,삼산동,집합,일반상업,제1종근린생활,2005,,70.56,2006,1,19,"9,460",,,,,2006-01-19,2006-01-19
28237,부평구,삼산동,집합,제3종일반주거,제2종근린생활,2005,,175.41,2006,1,27,"26,700",,,,,2006-01-27,2006-01-27
28237,부평구,삼산동,집합,제3종일반주거,제1종근린생활,2005,,175.89,2006,1,27,"26,775",,,,,2006-01-27,2006-01-27
28237,부평구,삼산동,집합,제3종일반주거,제2종근린생활,2005,,168,2006,1,27,"24,427",,,,,2006-01-27,2006-01-27
28237,부평구,삼산동,집합,제3종일반주거,제2종근린생활,2005,,175.41,2006,1,27,"26,700",,,,,2006-01-27,2006-01-27
28237,부평구,삼산동,집합,제3종일반주거,제1종근린생활,2005,,175.89,2006,1,27,"26,775",,,,,2006-01-27,2006-01-27
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,124.5,2006,1,27,"15,045",,,,,2006-01-27,2006-01-27
28237,부평구,삼산동,집합,제3종일반주거,제2종근린생활,2005,,168,2006,1,27,"24,427",,,,,2006-01-27,2006-01-27
28237,부평구,갈산동,일반,준공업,기타,1989,202,472.52,2006,1,20,"54,700",,,,,2006-01-20,2006-01-20
28237,부평구,부개동,일반,제2종일반주거,기타,1993,132.1,400.32,2006,1,6,"45,200",,,,,2006-01-06,2006-01-06
28237,부평구,부개동,일반,제2종일반주거,제1종근린생활,1981,119.3,190.58,2006,1,13,"23,200",,,,,2006-01-13,2006-01-13
28237,부평구,부개동,집합,제3종일반주거,기타,1988,,89.6,2006,1,31,"3,600",,,,,2006-01-31,2006-01-31
28237,부평구,부개동,집합,제3종일반주거,기타,1988,,89.6,2006,1,31,"7,500",,,,,2006-01-31,2006-01-31
28237,부평구,부평동,일반,제2종일반주거,기타,1992,198,493.74,2006,2,3,"52,000",,,,,2006-02-03,2006-02-03
28237,부평구,부평동,일반,준주거,기타,1996,32,91.1,2006,2,7,"6,500",,,,,2006-02-07,2006-02-07
28237,부평구,부평동,집합,일반상업,제1종근린생활,2001,,61,2006,2,8,"9,500",,,,,2006-02-08,2006-02-08
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,58.2,2006,2,10,"55,900",,,,,2006-02-10,2006-02-10
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,134.16,2006,2,10,"15,500",,,,,2006-02-10,2006-02-10
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,224.28,2006,2,13,"39,000",,,,,2006-02-13,2006-02-13
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,218.9,2006,2,13,"32,500",,,,,2006-02-13,2006-02-13
28237,부평구,부평동,집합,일반상업,제2종근린생활,2006,,312.13,2006,2,15,"61,500",,,,,2006-02-15,2006-02-15
28237,부평구,부평동,집합,준주거,기타,1990,,99.05,2006,2,15,"6,500",,,,,2006-02-15,2006-02-15
28237,부평구,부평동,집합,준주거,제2종근린생활,2006,,40.06,2006,2,16,"5,500",,,,,2006-02-16,2006-02-16
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,153.18,2006,2,17,"24,090",,,,,2006-02-17,2006-02-17
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,306.37,2006,2,17,"48,180",,,,,2006-02-17,2006-02-17
28237,부평구,부평동,일반,일반상업,기타,1996,188,1911.29,2006,2,20,"285,640",,,,,2006-02-20,2006-02-20
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,120.06,2006,2,20,"18,150",,,,,2006-02-20,2006-02-20
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,115.9,2006,2,20,"17,490",,,,,2006-02-20,2006-02-20
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,189.06,2006,2,21,"32,500",,,,,2006-02-21,2006-02-21
28237,부평구,부평동,집합,일반상업,기타,2001,,36.71,2006,2,21,"2,200",,,,,2006-02-21,2006-02-21
28237,부평구,부평동,일반,준주거,기타,1998,163,293.53,2006,2,22,"44,000",,,,,2006-02-22,2006-02-22
28237,부평구,부평동,집합,일반상업,제1종근린생활,2004,,218.17,2006,2,23,"53,000",,,,,2006-02-23,2006-02-23
28237,부평구,부평동,집합,준주거,제2종근린생활,2006,,56.87,2006,2,23,"8,000",,,,,2006-02-23,2006-02-23
28237,부평구,부평동,일반,제1종일반주거,기타,1993,198,689.93,2006,2,24,"51,000",,,,,2006-02-24,2006-02-24
28237,부평구,부평동,집합,일반상업,기타,2004,,116.22,2006,2,27,"11,104",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,163.9,2006,2,27,"15,660",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,207.11,2006,2,27,"19,789",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,292.91,2006,2,27,"27,987",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,46.9,2006,2,27,"4,481",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,131.82,2006,2,27,"12,595",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,112.97,2006,2,27,"10,794",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,42,2006,2,27,"47,000",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,기타,2004,,131.77,2006,2,27,"12,590",,,,,2006-02-27,2006-02-27
28237,부평구,부평동,집합,일반상업,판매,2002,,99.08,2006,2,28,"27,000",,,,,2006-02-28,2006-02-28
28237,부평구,산곡동,집합,제3종일반주거,기타,1990,,55.82,2006,2,20,"19,000",,,,,2006-02-20,2006-02-20
28237,부평구,산곡동,집합,제2종일반주거,제1종근린생활,1988,,120.06,2006,2,23,"35,000",,,,,2006-02-23,2006-02-23
28237,부평구,청천동,일반,준공업,기타,1985,38.55,42.7,2006,2,10,"6,700",,,,,2006-02-10,2006-02-10
28237,부평구,청천동,집합,준공업,기타,1997,,117.6,2006,2,22,"6,150",,,,,2006-02-22,2006-02-22
28237,부평구,삼산동,집합,준주거,기타,2001,,723.2,2006,2,4,"35,000",,,,,2006-02-04,2006-02-04
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,120.84,2006,2,10,"13,861",,,,,2006-02-10,2006-02-10
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,114.55,2006,2,10,"13,171",,,,,2006-02-10,2006-02-10
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,86.68,2006,2,10,"9,968",,,,,2006-02-10,2006-02-10
28237,부평구,삼산동,집합,제3종일반주거,기타,2000,,31.5,2006,2,13,"23,000",,,,,2006-02-13,2006-02-13
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,174.63,2006,2,13,"23,214",,,,,2006-02-13,2006-02-13
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,132.42,2006,2,13,"17,593",,,,,2006-02-13,2006-02-13
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,114.18,2006,2,13,"15,184",,,,,2006-02-13,2006-02-13
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,128.34,2006,2,13,"17,009",,,,,2006-02-13,2006-02-13
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,203.55,2006,2,16,"23,000",,,,,2006-02-16,2006-02-16
28237,부평구,삼산동,집합,제2종일반주거,기타,1984,,803.01,2006,2,20,"10,000",,,,,2006-02-20,2006-02-20
28237,부평구,삼산동,집합,제3종일반주거,제1종근린생활,2005,,19.49,2006,2,20,"54,350",,,,,2006-02-20,2006-02-20
28237,부평구,삼산동,집합,제3종일반주거,제1종근린생활,2004,,25.41,2006,2,27,"16,100",,,,,2006-02-27,2006-02-27
28237,부평구,삼산동,집합,일반상업,제1종근린생활,2005,,58,2006,2,28,"32,500",,,,,2006-02-28,2006-02-28
28237,부평구,갈산동,일반,제1종일반주거,기타,1993,212.2,494.7,2006,2,10,"45,000",,,,,2006-02-10,2006-02-10
28237,부평구,갈산동,집합,준공업,제1종근린생활,2004,,223.08,2006,2,11,"17,700",,,,,2006-02-11,2006-02-11
28237,부평구,갈산동,집합,준공업,제1종근린생활,2004,,199.68,2006,2,11,"15,900",,,,,2006-02-11,2006-02-11
28237,부평구,갈산동,집합,준공업,제1종근린생활,2004,,199.68,2006,2,11,"29,400",,,,,2006-02-11,2006-02-11
28237,부평구,갈산동,집합,준공업,제1종근린생활,2004,,273,2006,2,11,"40,000",,,,,2006-02-11,2006-02-11
28237,부평구,부개동,집합,제2종일반주거,제2종근린생활,1991,,20.3,2006,2,10,"6,470",,,,,2006-02-10,2006-02-10
28237,부평구,부개동,집합,준주거,기타,1998,,112,2006,2,11,"8,800",,,,,2006-02-11,2006-02-11
28237,부평구,부개동,집합,준주거,제1종근린생활,1999,,13.97,2006,2,24,"13,000",,,,,2006-02-24,2006-02-24
28237,부평구,부개동,집합,준주거,제1종근린생활,1999,,13.97,2006,2,24,"6,500",,,,,2006-02-24,2006-02-24
28237,부평구,부개동,집합,준주거,제1종근린생활,1999,,13.97,2006,2,24,"13,000",,,,,2006-02-24,2006-02-24
28237,부평구,부개동,집합,준주거,제1종근린생활,1999,,13.97,2006,2,24,"6,500",,,,,2006-02-24,2006-02-24
28237,부평구,부개동,집합,제3종일반주거,제1종근린생활,1999,,46.15,2006,2,27,"10,500",,,,,2006-02-27,2006-02-27
28237,부평구,일신동,집합,제2종일반주거,기타,1979,,78.94,2006,2,22,"17,000",,,,,2006-02-22,2006-02-22
28237,부평구,부평동,집합,일반상업,제1종근린생활,2002,,47.39,2006,3,1,"5,000",,,,,2006-03-01,2006-03-01
28237,부평구,부평동,집합,일반상업,기타,2002,,45.29,2006,3,4,"4,200",,,,,2006-03-04,2006-03-04
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,39.2,2006,3,6,"10,342",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,44.59,2006,3,6,"11,766",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,39.2,2006,3,6,"10,343",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,99.08,2006,3,6,"26,152",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,36.75,2006,3,6,"9,701",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,39.2,2006,3,6,"10,343",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,34.86,2006,3,6,"12,000",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,39.2,2006,3,6,"10,343",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,39.2,2006,3,6,"10,343",,,,,2006-03-06,2006-03-06
28237,부평구,부평동,집합,일반상업,기타,2002,,39.2,2006,3,7,"14,817",,,,,2006-03-07,2006-03-07
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,38.63,2006,3,7,"14,561",,,,,2006-03-07,2006-03-07
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,39.2,2006,3,7,"14,817",,,,,2006-03-07,2006-03-07
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,208.2,2006,3,7,"31,460",,,,,2006-03-07,2006-03-07
28237,부평구,부평동,일반,준주거,기타,1996,137,301.14,2006,3,9,"25,900",,,,,2006-03-09,2006-03-09
28237,부평구,부평동,집합,일반상업,기타,2000,,3.91,2006,3,9,411,,,,,2006-03-09,2006-03-09
28237,부평구,부평동,집합,제3종일반주거,기타,1989,,39.11,2006,3,10,"6,700",,,,,2006-03-10,2006-03-10
28237,부평구,부평동,집합,준공업,제1종근린생활,1993,,38.7,2006,3,13,"11,000",,,,,2006-03-13,2006-03-13
28237,부평구,부평동,집합,일반상업,제1종근린생활,2004,,63.06,2006,3,15,"6,430",,,,,2006-03-15,2006-03-15
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,127.88,2006,3,18,"18,905",,,,,2006-03-18,2006-03-18
28237,부평구,부평동,일반,준주거,기타,1979,86.1,197.22,2006,3,20,"57,000",,,,,2006-03-20,2006-03-20
28237,부평구,부평동,집합,일반상업,제1종근린생활,2002,,63.27,2006,3,22,"7,000",,,,,2006-03-22,2006-03-22
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,287.44,2006,3,23,"37,939",,,,,2006-03-23,2006-03-23
28237,부평구,부평동,일반,준주거,기타,1994,297.6,460.7,2006,3,24,"50,000",,,,,2006-03-24,2006-03-24
28237,부평구,부평동,일반,일반상업,기타,1996,48.1,49.88,2006,3,24,"5,000",,,,,2006-03-24,2006-03-24
28237,부평구,부평동,일반,일반상업,기타,1980,408.6,995.87,2006,3,28,"170,000",,,,,2006-03-28,2006-03-28
28237,부평구,부평동,일반,일반상업,기타,1985,202,494.9,2006,3,28,"36,000",,,,,2006-03-28,2006-03-28
28237,부평구,부평동,일반,일반상업,기타,1997,77.7,144.13,2006,3,29,"42,000",,,,,2006-03-29,2006-03-29
28237,부평구,십정동,일반,준주거,기타,1990,153,328.98,2006,3,2,"18,000",,,,,2006-03-02,2006-03-02
28237,부평구,십정동,일반,제2종일반주거,기타,2003,314.4,673.86,2006,3,7,"90,000",,,,,2006-03-07,2006-03-07
28237,부평구,십정동,집합,제3종일반주거,제1종근린생활,2005,,45.36,2006,3,20,"23,000",,,,,2006-03-20,2006-03-20
28237,부평구,십정동,일반,제2종일반주거,기타,1994,115,184.48,2006,3,20,"20,600",,,,,2006-03-20,2006-03-20
28237,부평구,산곡동,집합,제3종일반주거,제2종근린생활,1991,,18.4,2006,3,9,"13,000",,,,,2006-03-09,2006-03-09
28237,부평구,산곡동,집합,제3종일반주거,제2종근린생활,2003,,53.75,2006,3,22,"25,000",,,,,2006-03-22,2006-03-22
28237,부평구,산곡동,일반,제1종일반주거,기타,2003,690,860.44,2006,3,23,"115,000",,,,,2006-03-23,2006-03-23
28237,부평구,산곡동,일반,일반상업,제1종근린생활,1985,53,37.52,2006,3,25,"13,000",,,,,2006-03-25,2006-03-25
28237,부평구,청천동,일반,준공업,기타,1979,117.49,92.95,2006,3,2,"42,500",,,,,2006-03-02,2006-03-02
28237,부평구,청천동,집합,준공업,기타,1997,,142.8,2006,3,27,"8,500",,,,,2006-03-27,2006-03-27
28237,부평구,청천동,집합,준공업,기타,1997,,736.57,2006,3,27,"42,500",,,,,2006-03-27,2006-03-27
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,166.25,2006,3,2,"55,000",,,,,2006-03-02,2006-03-02
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2004,,37.8,2006,3,7,"30,000",,,,,2006-03-07,2006-03-07
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,179.57,2006,3,8,"22,701",,,,,2006-03-08,2006-03-08
28237,부평구,삼산동,집합,일반상업,제2종근린생활,2005,,127.4,2006,3,8,"16,104",,,,,2006-03-08,2006-03-08
28237,부평구,삼산동,집합,제3종일반주거,기타,2000,,31.5,2006,3,13,"29,000",,,,,2006-03-13,2006-03-13
28237,부평구,삼산동,집합,제3종일반주거,제1종근린생활,2004,,27,2006,3,16,"18,300",,,,,2006-03-16,2006-03-16
28237,부평구,삼산동,집합,일반상업,제1종근린생활,2005,,58,2006,3,23,"50,000",,,,,2006-03-23,2006-03-23
28237,부평구,갈산동,집합,준공업,제1종근린생활,2004,,99.84,2006,3,20,"18,526",,,,,2006-03-20,2006-03-20
28237,부평구,갈산동,집합,준공업,제1종근린생활,2004,,173.16,2006,3,20,"32,123",,,,,2006-03-20,2006-03-20
28237,부평구,부개동,집합,준주거,제2종근린생활,1999,,13.97,2006,3,8,"6,750",,,,,2006-03-08,2006-03-08
28237,부평구,부개동,집합,준주거,제2종근린생활,1999,,13.97,2006,3,8,"6,750",,,,,2006-03-08,2006-03-08
28237,부평구,일신동,집합,제2종일반주거,판매,1982,,17.93,2006,3,5,"14,000",,,,,2006-03-05,2006-03-05
28237,부평구,일신동,집합,자연녹지,제1종근린생활,2003,,56.97,2006,3,9,"9,000",,,,,2006-03-09,2006-03-09
28237,부평구,구산동,일반,자연녹지,제1종근린생활,2002,989,394.8,2006,3,17,"150,000",,,,,2006-03-17,2006-03-17
28237,부평구,부평동,집합,일반상업,제2종근린생활,2006,,191.22,2006,4,1,"49,000",,,,,2006-04-01,2006-04-01
28237,부평구,부평동,집합,일반상업,제2종근린생활,2006,,120.91,2006,4,1,"31,000",,,,,2006-04-01,2006-04-01
28237,부평구,부평동,집합,일반상업,제2종근린생활,2002,,60.03,2006,4,3,"5,900",,,,,2006-04-03,2006-04-03
28237,부평구,부평동,집합,일반상업,기타,2000,,4.3,2006,4,4,120,,,,,2006-04-04,2006-04-04
28237,부평구,부평동,집합,일반상업,제2종근린생활,2004,,44.46,2006,4,5,"54,000",,,,,2006-04-05,2006-04-05
28237,부평구,부평동,일반,일반상업,기타,1972,277.7,288.06,2006,4,11,"119,000",,,,,2006-04-11,2006-04-11
28237,부평구,부평동,집합,일반상업,제1종근린생활,2004,,54.6,2006,4,13,"30,100",,,,,2006-04-13,2006-04-13
28237,부평구,부평동,일반,준주거,기타,1980,265.4,650.38,2006,4,17,"54,000",,,,,2006-04-17,2006-04-17
28237,부평구,부평동,집합,일반상업,제1종근린생활,2004,,249.24,2006,4,19,"42,700",,,,,2006-04-19,2006-04-19
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,134.16,2006,4,19,"19,835",,,,,2006-04-19,2006-04-19
28237,부평구,부평동,일반,제1종일반주거,제1종근린생활,2005,733,1153.28,2006,4,24,"208,000",,,,,2006-04-24,2006-04-24
28237,부평구,부평동,집합,일반상업,기타,2005,,173.34,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,기타,2005,,268.06,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,161.47,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,130.72,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,74.02,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,133.87,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,138.24,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,47.86,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,35.48,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,16.27,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,기타,2005,,397.64,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,기타,2005,,567.12,2006,4,25,"64,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,273.69,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,444.36,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,685.65,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,531.72,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,397.64,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,1084.26,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,55.71,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제1종근린생활,2005,,50.18,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,42.52,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,기타,2005,,623.25,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,341.76,2006,4,25,"63,000",,,,,2006-04-25,2006-04-25
28237,부평구,부평동,집합,일반상업,제2종근린생활,2005,,193.44,2006,4,26,"37,000",,,,,2006-04-26,2006-04-26
28237,부평구,부평동,일반,일반상업,기타,1984,270.5,935.89,2006,4,26,"165,000",,,,,2006-04-26,2006-04-26
28237,부평구,부평동,일반,일반상업,판매,,46,24.13,2006,4,27,"6,100",,,,,2006-04-27,2006-04-27
28237,부평구,부평동,집합,일반상업,제2종근린생활,1987,,279.34,2006,4,28,"27,000",,,,,2006-04-28,2006-04-28
28237,부평구,십정동,일반,제2종일반주거,기타,1990,1103.1,3183.86,2006,4,5,"230,000",,,,,2006-04-05,2006-04-05
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,44.27,2006,4,19,"22,800",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,32.56,2006,4,19,"14,200",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,32.56,2006,4,19,"14,200",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,32.56,2006,4,19,"14,200",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,32.56,2006,4,19,"14,200",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,86.18,2006,4,19,"19,000",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제1종근린생활,1995,,95.55,2006,4,19,"21,000",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제2종근린생활,1995,,86.18,2006,4,19,"12,800",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제2종근린생활,1995,,95.55,2006,4,19,"14,000",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제2종근린생활,1995,,86.18,2006,4,19,"12,800",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제2종근린생활,1995,,95.55,2006,4,19,"14,000",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제2종근린생활,1995,,86.18,2006,4,19,"12,800",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,집합,제2종일반주거,제2종근린생활,1995,,95.55,2006,4,19,"14,000",,,,,2006-04-19,2006-04-19
28237,부평구,십정동,일반,제2종일반주거,제2종근린생활,2004,243.1,620.61,2006,4,27,"90,000",,,,,2006-04-27,2006-04-27
28237,부평구,산곡동,일반,제1종일반주거,기타,1992,109,289.67,2006,4,3,"23,500",,,,,2006-04-03,2006-04-03
28237,부평구,산곡동,일반,일반상업,제1종근린생활,1991,73,248.81,2006,4,3,"16,450",,,,,2006-04-03,2006-04-03
28237,부평구,산곡동,집합,제2종일반주거,제2종근린생활,1995,,63.7,2006,4,7,"9,000",,,,,2006-04-07,2006-04-07
28237,부평구,산곡동,집합,제3종일반주거,제2종근린생활,1994,,36.28,2006,4,7,"6,500",,,,,2006-04-07,2006-04-07
