,지역코드,시군구,법정동,용도지역,지목,거래면적,거래금액,년,월,일,거래유형,중개사소재지,해제사유발생일,해제여부
63,28140,동구,송림동,제2종일반주거지역,대,1,275,2006,5,6,,,,
64,28140,동구,송림동,제2종일반주거지역,대,1,146,2006,5,6,,,,
65,28140,동구,송림동,제2종일반주거지역,대,2,510,2006,5,6,,,,
66,28140,동구,송림동,준주거지역,대,18,"2,081",2006,5,8,,,,
67,28140,동구,송림동,준주거지역,도로,8,500,2006,5,12,,,,
68,28140,동구,송림동,준주거지역,도로,6,400,2006,5,12,,,,
69,28140,동구,송림동,준주거지역,전,1,100,2006,5,12,,,,
70,28140,동구,송림동,준주거지역,도로,40,"1,400",2006,5,12,,,,
71,28140,동구,송림동,준주거지역,전,3,400,2006,5,12,,,,
72,28140,동구,송림동,준주거지역,구거,3,350,2006,5,12,,,,
73,28140,동구,송림동,준주거지역,도로,33,"2,000",2006,5,12,,,,
74,28140,동구,송림동,제3종일반주거지역,대,43,"3,600",2006,5,15,,,,
75,28140,동구,송림동,준주거지역,대,33,"3,000",2006,5,15,,,,
76,28140,동구,송림동,준주거지역,대,35,"3,326",2006,5,15,,,,
77,28140,동구,송림동,준주거지역,대,43,"2,065",2006,5,16,,,,
78,28140,동구,송림동,준주거지역,대,30,"1,435",2006,5,16,,,,
79,28140,동구,송림동,일반상업지역,대,46,"2,250",2006,5,25,,,,
80,28140,동구,송림동,일반상업지역,대,16,791,2006,5,25,,,,
81,28140,동구,만석동,제3종일반주거지역,대,15,"1,000",2006,6,1,,,,
82,28140,동구,만석동,제3종일반주거지역,대,1,100,2006,6,1,,,,
83,28140,동구,만석동,제3종일반주거지역,대,3,330,2006,6,1,,,,
84,28140,동구,만석동,제3종일반주거지역,대,4,150,2006,6,1,,,,
85,28140,동구,만석동,제3종일반주거지역,대,4,150,2006,6,1,,,,
86,28140,동구,만석동,제3종일반주거지역,대,1,50,2006,6,1,,,,
87,28140,동구,만석동,제3종일반주거지역,대,10,800,2006,6,1,,,,
88,28140,동구,만석동,제3종일반주거지역,대,3,330,2006,6,1,,,,
89,28140,동구,만석동,제3종일반주거지역,대,2,200,2006,6,1,,,,
90,28140,동구,만석동,제3종일반주거지역,대,15,730,2006,6,20,,,,
91,28140,동구,만석동,제3종일반주거지역,도로,3,170,2006,6,20,,,,
92,28140,동구,만석동,일반공업지역,대,118,"9,000",2006,6,24,,,,
93,28140,동구,화수동,제3종일반주거지역,대,20,"1,300",2006,6,13,,,,
94,28140,동구,화수동,제3종일반주거지역,대,6,420,2006,6,13,,,,
95,28140,동구,화수동,제3종일반주거지역,대,2,60,2006,6,13,,,,
96,28140,동구,송림동,제2종일반주거지역,대,7,364,2006,6,2,,,,
97,28140,동구,송림동,일반공업지역,도로,96,"6,000",2006,6,5,,,,
98,28140,동구,송림동,일반상업지역,대,21,"3,185",2006,6,7,,,,
99,28140,동구,송림동,일반상업지역,대,172,"30,600",2006,6,14,,,,
100,28140,동구,송림동,제2종일반주거지역,대,51,"6,000",2006,6,15,,,,
101,28140,동구,송림동,일반상업지역,대,17,"1,100",2006,6,15,,,,
102,28140,동구,송림동,제2종일반주거지역,대,62,"4,881",2006,6,16,,,,
103,28140,동구,송림동,준주거지역,대,30,"2,400",2006,6,20,,,,
104,28140,동구,송림동,일반상업지역,대,15,"1,500",2006,6,22,,,,
105,28140,동구,송림동,제2종일반주거지역,대,62,"5,300",2006,6,22,,,,
106,28140,동구,송림동,일반상업지역,대,68,"8,000",2006,6,22,,,,
107,28140,동구,만석동,제3종일반주거지역,잡종지,388,"30,200",2006,7,18,,,,
108,28140,동구,화수동,일반공업지역,대,109,"6,000",2006,7,1,,,,
109,28140,동구,송현동,일반상업지역,대,3,200,2006,7,19,,,,
110,28140,동구,송현동,일반상업지역,대,3,200,2006,7,19,,,,
111,28140,동구,송현동,일반상업지역,대,10,"1,000",2006,7,19,,,,
112,28140,동구,송현동,제2종일반주거지역,대,73,"3,690",2006,7,27,,,,
113,28140,동구,금곡동,제2종일반주거지역,대,37,"2,156",2006,7,10,,,,
114,28140,동구,금곡동,제2종일반주거지역,대,251,"21,000",2006,7,27,,,,
115,28140,동구,송림동,제3종일반주거지역,대,78,"4,400",2006,7,2,,,,
116,28140,동구,송림동,제3종일반주거지역,대,2,100,2006,7,2,,,,
117,28140,동구,송림동,제2종일반주거지역,대,34,"1,768",2006,7,3,,,,
118,28140,동구,송림동,제2종일반주거지역,대,3,400,2006,7,10,,,,
119,28140,동구,송림동,제2종일반주거지역,대,2,300,2006,7,10,,,,
120,28140,동구,송림동,제2종일반주거지역,대,5,600,2006,7,10,,,,
121,28140,동구,송림동,제2종일반주거지역,대,7,700,2006,7,10,,,,
122,28140,동구,송림동,제3종일반주거지역,대,50,"3,000",2006,7,10,,,,
123,28140,동구,송림동,제2종일반주거지역,대,3,400,2006,7,10,,,,
124,28140,동구,송림동,준주거지역,구거,7,610,2006,7,31,,,,
125,28140,동구,화수동,제3종일반주거지역,대,34,"2,349",2006,8,24,,,,
126,28140,동구,송림동,제2종일반주거지역,대,20,922,2006,8,1,,,,
127,28140,동구,송림동,준주거지역,대,59,"5,749",2006,8,18,,,,
128,28140,동구,송림동,제2종일반주거지역,대,49,"4,000",2006,8,22,,,,
129,28140,동구,송림동,제2종일반주거지역,대,82,"5,300",2006,8,23,,,,
130,28140,동구,만석동,일반공업지역,잡종지,"1,723","156,300",2006,9,12,,,,
131,28140,동구,화수동,제2종일반주거지역,대,35,"2,069",2006,9,1,,,,
132,28140,동구,화수동,제3종일반주거지역,대,62,"3,000",2006,9,26,,,,
133,28140,동구,화평동,제3종일반주거지역,대,42,"15,000",2006,9,26,,,,
134,28140,동구,창영동,제2종일반주거지역,대,4,500,2006,9,15,,,,
135,28140,동구,송림동,일반상업지역,대,15,"1,410",2006,9,5,,,,
136,28140,동구,송림동,준주거지역,잡종지,13,886,2006,9,8,,,,
137,28140,동구,송림동,준주거지역,잡종지,1,40,2006,9,8,,,,
138,28140,동구,송림동,준주거지역,대,5,383,2006,9,8,,,,
139,28140,동구,송림동,일반상업지역,대,42,"2,324",2006,9,8,,,,
140,28140,동구,송림동,준주거지역,대,20,"1,341",2006,9,8,,,,
141,28140,동구,송림동,준주거지역,대,15,"1,219",2006,9,8,,,,
142,28140,동구,송림동,준주거지역,대,34,"2,056",2006,9,8,,,,
143,28140,동구,송림동,준주거지역,대,19,"1,276",2006,9,8,,,,
144,28140,동구,송림동,제3종일반주거지역,대,61,"5,556",2006,9,13,,,,
145,28140,동구,송림동,제3종일반주거지역,대,71,"6,531",2006,9,13,,,,
146,28140,동구,송림동,준주거지역,잡종지,13,886,2006,9,15,,,,
147,28140,동구,송림동,준주거지역,대,34,"2,296",2006,9,15,,,,
148,28140,동구,송림동,준주거지역,대,20,"1,341",2006,9,15,,,,
149,28140,동구,송림동,준주거지역,잡종지,1,40,2006,9,15,,,,
150,28140,동구,송림동,준주거지역,대,15,"1,219",2006,9,15,,,,
151,28140,동구,송림동,준주거지역,대,5,383,2006,9,15,,,,
152,28140,동구,송림동,준주거지역,대,19,"1,276",2006,9,15,,,,
153,28140,동구,송림동,제2종일반주거지역,대,7,392,2006,9,21,,,,
154,28140,동구,송림동,준주거지역,대,14,"1,400",2006,9,22,,,,
155,28140,동구,송림동,준주거지역,잡종지,15,"1,500",2006,9,22,,,,
156,28140,동구,송림동,준주거지역,대,84,"7,100",2006,9,22,,,,
157,28140,동구,송림동,준주거지역,대,17,"1,754",2006,9,22,,,,
158,28140,동구,송림동,준주거지역,대,15,"1,600",2006,9,22,,,,
159,28140,동구,송림동,제2종일반주거지역,대,24,"1,500",2006,9,30,,,,
160,28140,동구,만석동,일반공업지역,도로,2,162,2006,10,30,,,,
161,28140,동구,만석동,일반공업지역,공장용지,"29,692","2,047,864",2006,10,30,,,,
162,28140,동구,만석동,일반공업지역,공장용지,"24,279","1,398,096",2006,10,30,,,,
163,28140,동구,만석동,일반공업지역,공장용지,"8,139","486,788",2006,10,30,,,,
164,28140,동구,만석동,일반공업지역,도로,77,"4,447",2006,10,30,,,,
165,28140,동구,만석동,일반공업지역,공장용지,"6,481","381,395",2006,10,30,,,,
166,28140,동구,만석동,일반공업지역,공장용지,"7,540","451,066",2006,10,30,,,,
167,28140,동구,만석동,일반공업지역,도로,74,"4,486",2006,10,30,,,,
168,28140,동구,만석동,일반공업지역,도로,1,80,2006,10,30,,,,
169,28140,동구,만석동,일반공업지역,도로,259,"14,457",2006,10,30,,,,
170,28140,동구,만석동,일반공업지역,공장용지,"9,415","570,804",2006,10,30,,,,
171,28140,동구,만석동,일반공업지역,도로,160,"8,939",2006,10,30,,,,
172,28140,동구,만석동,일반공업지역,도로,95,"5,731",2006,10,30,,,,
173,28140,동구,만석동,일반공업지역,도로,50,"2,995",2006,10,30,,,,
174,28140,동구,만석동,일반공업지역,도로,63,"3,822",2006,10,30,,,,
175,28140,동구,만석동,일반공업지역,도로,119,"7,251",2006,10,30,,,,
176,28140,동구,만석동,일반공업지역,도로,1,66,2006,10,30,,,,
177,28140,동구,만석동,일반공업지역,도로,1,79,2006,10,30,,,,
178,28140,동구,만석동,일반공업지역,잡종지,268,"18,512",2006,10,30,,,,
179,28140,동구,만석동,일반공업지역,도로,59,"3,541",2006,10,30,,,,
180,28140,동구,만석동,일반공업지역,도로,103,"6,184",2006,10,30,,,,
181,28140,동구,만석동,일반공업지역,도로,1,72,2006,10,30,,,,
182,28140,동구,만석동,일반공업지역,도로,125,"7,193",2006,10,30,,,,
183,28140,동구,만석동,일반공업지역,도로,82,"4,843",2006,10,30,,,,
184,28140,동구,화수동,제3종일반주거지역,대,24,"1,600",2006,10,16,,,,
185,28140,동구,화수동,제3종일반주거지역,대,14,700,2006,10,16,,,,
186,28140,동구,화수동,제3종일반주거지역,대,16,"1,500",2006,10,26,,,,
187,28140,동구,화수동,제3종일반주거지역,대,5,485,2006,10,26,,,,
188,28140,동구,화수동,제3종일반주거지역,도로,3,100,2006,10,27,,,,
189,28140,동구,송현동,준공업지역,잡종지,660,"44,000",2006,10,2,,,,
190,28140,동구,송현동,제2종일반주거지역,도로,8,100,2006,10,24,,,,
191,28140,동구,창영동,제2종일반주거지역,대,66,"5,400",2006,10,10,,,,
192,28140,동구,송림동,준주거지역,대,13,"2,600",2006,10,11,,,,
193,28140,동구,송림동,준주거지역,대,2,400,2006,10,11,,,,
194,28140,동구,송림동,준주거지역,대,21,"3,200",2006,10,15,,,,
195,28140,동구,송림동,준주거지역,대,17,"1,850",2006,10,18,,,,
196,28140,동구,송림동,준주거지역,대,2,350,2006,10,18,,,,
197,28140,동구,송림동,준주거지역,대,69,"8,466",2006,10,21,,,,
198,28140,동구,송림동,준주거지역,대,69,"6,360",2006,10,21,,,,
199,28140,동구,송림동,준주거지역,대,42,"3,100",2006,10,23,,,,
200,28140,동구,송림동,제3종일반주거지역,대,133,"7,000",2006,10,27,,,,
201,28140,동구,만석동,제3종일반주거지역,대,5,534,2006,11,30,,,,
202,28140,동구,화수동,제3종일반주거지역,대,13,"1,030",2006,11,1,,,,
203,28140,동구,화수동,제3종일반주거지역,대,43,"5,000",2006,11,5,,,,
204,28140,동구,화수동,제3종일반주거지역,대,69,"6,000",2006,11,5,,,,
205,28140,동구,화수동,제3종일반주거지역,대,40,"5,000",2006,11,5,,,,
206,28140,동구,화수동,제3종일반주거지역,대,50,"5,350",2006,11,5,,,,
207,28140,동구,화수동,제3종일반주거지역,대,7,800,2006,11,13,,,,
208,28140,동구,화수동,제3종일반주거지역,대,2,120,2006,11,13,,,,
209,28140,동구,화수동,제3종일반주거지역,대,22,"1,000",2006,11,13,,,,
210,28140,동구,화수동,제3종일반주거지역,대,7,600,2006,11,13,,,,
211,28140,동구,화수동,제3종일반주거지역,대,76,"6,500",2006,11,15,,,,
212,28140,동구,화평동,제3종일반주거지역,대,2,319,2006,11,7,,,,
213,28140,동구,화평동,제3종일반주거지역,대,14,"1,735",2006,11,7,,,,
214,28140,동구,화평동,제3종일반주거지역,대,59,"9,500",2006,11,23,,,,
215,28140,동구,화평동,제3종일반주거지역,대,63,"4,000",2006,11,29,,,,
216,28140,동구,화평동,제3종일반주거지역,대,234,"21,000",2006,11,30,,,,
217,28140,동구,송림동,준주거지역,대,118,"10,463",2006,11,5,,,,
218,28140,동구,송림동,준주거지역,대,110,"9,753",2006,11,5,,,,
219,28140,동구,송림동,준주거지역,대,64,"12,000",2006,11,6,,,,
220,28140,동구,송림동,준주거지역,대,59,"5,749",2006,11,7,,,,
221,28140,동구,송림동,제2종일반주거지역,대,19,"1,833",2006,11,10,,,,
222,28140,동구,송림동,제2종일반주거지역,대,5,600,2006,11,14,,,,
223,28140,동구,송림동,제3종일반주거지역,대,40,"2,700",2006,11,14,,,,
224,28140,동구,송림동,제2종일반주거지역,대,3,370,2006,11,14,,,,
225,28140,동구,송림동,제2종일반주거지역,대,1,200,2006,11,14,,,,
226,28140,동구,송림동,제2종일반주거지역,대,2,250,2006,11,14,,,,
227,28140,동구,송림동,제2종일반주거지역,대,2,290,2006,11,14,,,,
228,28140,동구,송림동,제2종일반주거지역,대,1,190,2006,11,14,,,,
229,28140,동구,송림동,제3종일반주거지역,대,2,260,2006,11,15,,,,
230,28140,동구,송림동,제3종일반주거지역,대,15,900,2006,11,15,,,,
231,28140,동구,송림동,제3종일반주거지역,대,2,200,2006,11,15,,,,
232,28140,동구,송림동,준주거지역,대,2,193,2006,11,16,,,,
233,28140,동구,송림동,준주거지역,대,15,"1,447",2006,11,16,,,,
234,28140,동구,송림동,준주거지역,대,105,"9,000",2006,11,17,,,,
235,28140,동구,송림동,일반상업지역,대,94,"7,500",2006,11,20,,,,
236,28140,동구,송림동,제2종일반주거지역,대,40,"1,300",2006,11,20,,,,
237,28140,동구,송림동,제2종일반주거지역,학교용지,26,"1,399",2006,11,20,,,,
238,28140,동구,송림동,제2종일반주거지역,학교용지,68,"3,580",2006,11,20,,,,
239,28140,동구,송림동,제2종일반주거지역,도로,7,100,2006,11,21,,,,
240,28140,동구,만석동,일반공업지역,잡종지,826,"56,408",2006,12,6,,,,
241,28140,동구,만석동,제3종일반주거지역,대,58,"3,336",2006,12,8,,,,
242,28140,동구,만석동,제3종일반주거지역,대,76,"4,000",2006,12,11,,,,
243,28140,동구,만석동,일반공업지역,도로,75,"4,554",2006,12,18,,,,
244,28140,동구,화수동,일반공업지역,대,640,"45,000",2006,12,21,,,,
245,28140,동구,송현동,일반상업지역,대,14,"1,400",2006,12,6,,,,
246,28140,동구,송현동,일반상업지역,대,36,"3,601",2006,12,6,,,,
247,28140,동구,창영동,제2종일반주거지역,대,66,"5,400",2006,12,8,,,,
248,28140,동구,송림동,준주거지역,대,56,"3,647",2006,12,1,,,,
249,28140,동구,송림동,준주거지역,대,2,500,2006,12,8,,,,
250,28140,동구,송림동,준주거지역,대,18,"2,700",2006,12,8,,,,
251,28140,동구,송림동,제3종일반주거지역,대,1,55,2006,12,11,,,,
252,28140,동구,송림동,제3종일반주거지역,대,3,175,2006,12,11,,,,
253,28140,동구,송림동,제3종일반주거지역,대,36,"1,940",2006,12,11,,,,
254,28140,동구,송림동,제3종일반주거지역,대,87,"4,680",2006,12,11,,,,
255,28140,동구,송림동,제2종일반주거지역,학교용지,27,"1,455",2006,12,12,,,,
256,28140,동구,송림동,제2종일반주거지역,학교용지,42,"2,238",2006,12,12,,,,
257,28140,동구,송림동,제2종일반주거지역,대,2,180,2006,12,18,,,,
258,28140,동구,송림동,제2종일반주거지역,대,3,201,2006,12,18,,,,
259,28140,동구,송림동,제2종일반주거지역,대,2,142,2006,12,18,,,,
260,28140,동구,송림동,제2종일반주거지역,대,4,274,2006,12,18,,,,
261,28140,동구,송림동,준주거지역,대,39,"4,000",2006,12,19,,,,
262,28140,동구,송림동,일반상업지역,대,43,"2,600",2006,12,20,,,,
263,28140,동구,송림동,제2종일반주거지역,대,39,"5,000",2006,12,20,,,,
264,28140,동구,송림동,준주거지역,대,123,"18,500",2006,12,26,,,,
265,28140,동구,송림동,제2종일반주거지역,대,1,146,2006,12,28,,,,
266,28140,동구,송림동,제2종일반주거지역,대,1,275,2006,12,28,,,,
267,28140,동구,송림동,제2종일반주거지역,대,1,254,2006,12,28,,,,
268,28140,동구,송림동,제2종일반주거지역,대,2,510,2006,12,28,,,,
269,28140,동구,송림동,제2종일반주거지역,대,3,616,2006,12,28,,,,
270,28140,동구,송림동,일반상업지역,대,25,"2,000",2006,12,31,,,,
271,28140,동구,만석동,제3종일반주거지역,대,53,"3,050",2007,1,3,,,,
272,28140,동구,만석동,일반공업지역,도로,17,"1,560",2007,1,22,,,,
273,28140,동구,만석동,일반공업지역,공장용지,"1,063","96,510",2007,1,22,,,,
274,28140,동구,만석동,일반공업지역,공장용지,"1,063","96,510",2007,1,22,,,,
275,28140,동구,만석동,일반공업지역,도로,14,"1,260",2007,1,22,,,,
276,28140,동구,만석동,일반공업지역,공장용지,"1,063","96,510",2007,1,22,,,,
277,28140,동구,만석동,일반공업지역,공장용지,"2,127","193,050",2007,1,22,,,,
278,28140,동구,만석동,일반공업지역,도로,8,780,2007,1,22,,,,
279,28140,동구,송현동,제2종일반주거지역,대,329,"12,700",2007,1,10,,,,
280,28140,동구,송현동,제2종일반주거지역,대,20,"3,762",2007,1,20,,,,
281,28140,동구,창영동,제2종일반주거지역,대,36,"4,000",2007,1,27,,,,
282,28140,동구,송림동,준주거지역,대,2,300,2007,1,5,,,,
283,28140,동구,송림동,제2종일반주거지역,대,8,"1,000",2007,1,7,,,,
284,28140,동구,송림동,제2종일반주거지역,대,5,570,2007,1,8,,,,
285,28140,동구,송림동,제2종일반주거지역,대,7,618,2007,1,8,,,,
286,28140,동구,송림동,제2종일반주거지역,대,2,215,2007,1,8,,,,
287,28140,동구,송림동,제2종일반주거지역,대,6,700,2007,1,9,,,,
288,28140,동구,송림동,제2종일반주거지역,도로,11,"1,000",2007,1,10,,,,
289,28140,동구,송림동,제2종일반주거지역,대,29,"2,461",2007,1,10,,,,
290,28140,동구,송림동,제2종일반주거지역,대,1,167,2007,1,11,,,,
291,28140,동구,송림동,제2종일반주거지역,대,2,131,2007,1,15,,,,
292,28140,동구,송림동,제2종일반주거지역,대,4,504,2007,1,16,,,,
293,28140,동구,송림동,제2종일반주거지역,대,17,"1,451",2007,1,16,,,,
294,28140,동구,송림동,제2종일반주거지역,대,12,"1,338",2007,1,16,,,,
295,28140,동구,송림동,제2종일반주거지역,대,1,240,2007,1,17,,,,
296,28140,동구,송림동,제2종일반주거지역,대,2,314,2007,1,17,,,,
297,28140,동구,송림동,제2종일반주거지역,대,10,904,2007,1,17,,,,
298,28140,동구,송림동,제2종일반주거지역,대,7,833,2007,1,17,,,,
299,28140,동구,송림동,제2종일반주거지역,대,5,418,2007,1,17,,,,
300,28140,동구,송림동,제2종일반주거지역,대,2,230,2007,1,17,,,,
301,28140,동구,송림동,제2종일반주거지역,대,7,661,2007,1,17,,,,
302,28140,동구,송림동,제2종일반주거지역,대,5,610,2007,1,17,,,,
303,28140,동구,송림동,제2종일반주거지역,대,4,381,2007,1,17,,,,
304,28140,동구,송림동,제2종일반주거지역,대,3,351,2007,1,17,,,,
305,28140,동구,송림동,제2종일반주거지역,대,1,132,2007,1,17,,,,
306,28140,동구,송림동,제2종일반주거지역,대,1,132,2007,1,18,,,,
307,28140,동구,송림동,제2종일반주거지역,대,13,"1,080",2007,1,18,,,,
308,28140,동구,송림동,제2종일반주거지역,대,3,375,2007,1,18,,,,
309,28140,동구,송림동,제2종일반주거지역,대,3,351,2007,1,18,,,,
310,28140,동구,송림동,제2종일반주거지역,대,4,381,2007,1,18,,,,
311,28140,동구,송림동,제2종일반주거지역,대,9,996,2007,1,18,,,,
312,28140,동구,송림동,준주거지역,대,4,550,2007,1,19,,,,
313,28140,동구,송림동,일반상업지역,대,53,"3,551",2007,1,22,,,,
314,28140,동구,송림동,준주거지역,대,19,"1,000",2007,1,23,,,,
315,28140,동구,송림동,제2종일반주거지역,대,1,154,2007,1,24,,,,
316,28140,동구,송림동,제2종일반주거지역,대,2,212,2007,1,25,,,,
317,28140,동구,송림동,제3종일반주거지역,대,27,"3,347",2007,1,29,,,,
318,28140,동구,송림동,제3종일반주거지역,대,3,435,2007,1,29,,,,
319,28140,동구,송림동,제2종일반주거지역,대,6,501,2007,1,29,,,,
320,28140,동구,송림동,제3종일반주거지역,대,4,534,2007,1,29,,,,
321,28140,동구,송림동,준주거지역,대,17,"1,381",2007,1,30,,,,
322,28140,동구,송림동,준주거지역,대,14,"1,152",2007,1,30,,,,
323,28140,동구,송림동,준주거지역,대,15,"1,201",2007,1,30,,,,
324,28140,동구,송림동,준주거지역,잡종지,15,"1,231",2007,1,30,,,,
325,28140,동구,송림동,제2종일반주거지역,대,5,418,2007,1,30,,,,
326,28140,동구,만석동,일반공업지역,도로,21,"1,800",2007,2,9,,,,
327,28140,동구,만석동,일반공업지역,도로,13,"1,100",2007,2,9,,,,
328,28140,동구,만석동,일반공업지역,공장용지,"1,599","145,140",2007,2,9,,,,
329,28140,동구,만석동,일반공업지역,도로,19,"1,749",2007,2,9,,,,
330,28140,동구,만석동,일반공업지역,도로,11,999,2007,2,9,,,,
331,28140,동구,화수동,제3종일반주거지역,대,5,350,2007,2,15,,,,
332,28140,동구,화평동,제3종일반주거지역,대,12,"1,256",2007,2,15,,,,
333,28140,동구,화평동,제3종일반주거지역,대,146,"14,000",2007,2,28,,,,
334,28140,동구,화평동,제3종일반주거지역,대,174,"17,000",2007,2,28,,,,
335,28140,동구,송림동,제2종일반주거지역,대,1,131,2007,2,1,,,,
336,28140,동구,송림동,제2종일반주거지역,대,4,439,2007,2,2,,,,
337,28140,동구,송림동,제2종일반주거지역,대,1,165,2007,2,2,,,,
338,28140,동구,송림동,제2종일반주거지역,대,5,476,2007,2,2,,,,
339,28140,동구,송림동,제2종일반주거지역,대,1,123,2007,2,6,,,,
340,28140,동구,송림동,제2종일반주거지역,대,1,94,2007,2,6,,,,
341,28140,동구,송림동,제2종일반주거지역,대,1,113,2007,2,6,,,,
342,28140,동구,송림동,제2종일반주거지역,대,7,"1,000",2007,2,7,,,,
343,28140,동구,송림동,제2종일반주거지역,대,15,"1,288",2007,2,7,,,,
344,28140,동구,송림동,제2종일반주거지역,대,3,279,2007,2,8,,,,
345,28140,동구,송림동,제2종일반주거지역,대,2,450,2007,2,9,,,,
346,28140,동구,송림동,제2종일반주거지역,대,1,230,2007,2,9,,,,
347,28140,동구,송림동,제2종일반주거지역,대,4,650,2007,2,9,,,,
348,28140,동구,송림동,제2종일반주거지역,대,2,320,2007,2,9,,,,
